return_id,item_id,reason,return_date
1502,2083,Customer changed mind,2023-10-29
1503,79774,Customer changed mind,2023-12-27
1504,15966,Customer changed mind,2022-10-07
1505,39965,Damaged,2020-02-26
1506,14090,Damaged,2020-02-07
1507,2835,Customer changed mind,2023-01-06
1508,81864,Damaged,2021-09-27
1509,92726,Customer changed mind,2021-09-26
1510,20842,Customer changed mind,2021-05-05
1511,23384,Wrong item,2022-10-14
1512,80442,Wrong item,2021-10-29
1513,11516,Damaged,2098-03-06
1514,34448,Customer changed mind,2020-10-19
1515,19613,Customer changed mind,2022-12-28
1516,82593,Damaged,2020-11-05
1517,59542,Wrong item,2021-09-16
1518,31628,Wrong item,2092-07-26
1519,15502,Customer changed mind,2020-12-04
1520,43869,Customer changed mind,2068-08-18
1521,9901,Damaged,2021-12-01
1522,49880,Wrong item,2020-10-31
1523,64321,Wrong item,2021-05-20
1524,28928,Damaged,2021-04-30
1525,46884,Customer changed mind,2020-07-02
1526,16994,Damaged,2021-11-24
1527,23303,Customer changed mind,2021-11-08
1528,67769,Customer changed mind,2021-09-04
1529,87026,Customer changed mind,2020-08-31
1530,10163,Customer changed mind,2023-08-24
1531,22571,Customer changed mind,2023-01-11
1532,8569,Damaged,2022-04-05
1533,8097,Damaged,2040-09-05
1534,58105,Wrong item,2023-01-28
1535,47441,Wrong item,2020-02-26
1536,90313,Wrong item,2023-04-12
1537,65846,Wrong item,2020-11-28
1538,17147,Customer changed mind,2023-12-25
1539,72769,Customer changed mind,2023-11-20
1540,20289,Customer changed mind,2020-11-25
1541,11050,Wrong item,2020-09-28
1542,58317,Damaged,2022-12-19
1543,77050,Wrong item,2021-11-14
1544,85916,Customer changed mind,2020-11-19
1545,13752,Customer changed mind,2021-10-19
1546,20959,Customer changed mind,2022-10-08
1547,53705,Wrong item,2021-07-29
1548,20495,Damaged,2023-09-14
1549,6998,Wrong item,2023-11-29
1550,52011,Wrong item,2020-08-03
1551,13697,Wrong item,2022-11-19
1552,3240,Damaged,2020-09-18
1553,88959,Customer changed mind,2021-12-08
1554,36789,Damaged,2020-07-16
1555,37864,Wrong item,2022-03-02
1556,10511,Damaged,2023-08-18
1557,72207,Wrong item,2020-10-18
1558,69027,Damaged,2020-09-09
1559,80000,Customer changed mind,2077-00-04
1560,69541,Wrong item,2023-02-01
1561,62694,Damaged,2021-12-17
1562,38163,Customer changed mind,2022-02-22
1563,44134,Customer changed mind,2023-02-20
1564,85111,Customer changed mind,2022-03-28
1565,10929,Damaged,2020-08-02
1566,95541,Wrong item,2023-10-03
1567,49646,Damaged,2020-01-21
1568,53303,Wrong item,2020-10-03
1569,49907,Customer changed mind,2022-04-26
1570,75761,Customer changed mind,2023-05-02
1571,14617,Damaged,2022-11-04
1572,89968,Customer changed mind,2073-05-25
1573,88220,Wrong item,2040-01-18
1574,40457,Damaged,2072-02-28
1575,20246,Damaged,2020-06-28
1576,40815,Wrong item,2023-06-12
1577,32057,Customer changed mind,2022-12-17
1578,61535,Damaged,2021-07-06
1579,7696,Wrong item,2022-06-12
1580,29314,Damaged,2023-12-31
1581,25007,Wrong item,2045-00-19
1582,45344,Customer changed mind,2023-07-09
1583,33541,Wrong item,2021-11-07
1584,97403,Customer changed mind,2022-04-18
1585,3406,Damaged,2023-04-08
1586,55096,Wrong item,2022-04-08
1587,12613,Damaged,2039-07-07
1588,2167,Wrong item,2055-03-08
1589,27700,Customer changed mind,2020-08-22
1590,36303,Customer changed mind,2022-02-24
1591,28828,Customer changed mind,2023-09-02
1592,23474,Wrong item,2021-08-22
1593,10527,Customer changed mind,2022-04-16
1594,37796,Damaged,2022-04-10
1595,42872,Wrong item,2021-05-30
1596,75780,Customer changed mind,2022-10-29
1597,23804,Damaged,2068-10-28
1598,94925,Damaged,2022-10-25
1599,41004,Damaged,2020-01-10
1600,27030,Wrong item,2021-02-24
1601,29775,Wrong item,2022-03-27
1602,35184,Customer changed mind,2020-10-02
1603,67379,Damaged,2023-01-11
1604,28679,Wrong item,2021-07-03
1605,13566,Wrong item,2020-01-28
1606,18691,Wrong item,2020-04-20
1607,11314,Customer changed mind,2021-06-25
1608,7373,Customer changed mind,2021-02-04
1609,72198,Customer changed mind,2023-01-21
1610,31224,Wrong item,2062-09-16
1611,15111,Damaged,2020-04-17
1612,32762,Wrong item,2022-11-15
1613,91461,Wrong item,2021-05-19
1614,62139,Customer changed mind,2022-05-11
1615,34633,Wrong item,2023-05-23
1616,82084,Customer changed mind,2022-06-11
1617,22921,Wrong item,2022-09-07
1618,8445,Damaged,2022-05-30
1619,82244,Customer changed mind,2022-10-02
1620,60068,Damaged,2020-06-02
1621,35453,Customer changed mind,2021-01-27
1622,21191,Customer changed mind,2021-05-02
1623,15634,Wrong item,2020-03-06
1624,3040,Wrong item,2020-11-18
1625,29572,Wrong item,2021-04-19
1626,53383,Customer changed mind,2022-03-31
1627,44967,Customer changed mind,2020-12-26
1628,82167,Customer changed mind,2089-07-12
1629,40295,Wrong item,2022-02-27
1630,49381,Wrong item,2022-12-10
1631,58623,Wrong item,2021-06-10
1632,8050,Customer changed mind,2021-12-16
1633,18200,Customer changed mind,2020-11-26
1634,86390,Damaged,2021-08-04
1635,26745,Damaged,2022-03-25
1636,58280,Customer changed mind,2021-10-11
1637,11113,Damaged,2023-10-06
1638,32503,Customer changed mind,2020-06-26
1639,60416,Damaged,2021-06-21
1640,68633,Customer changed mind,2023-01-20
1641,78458,Wrong item,2023-04-13
1642,50957,Damaged,2020-05-19
1643,13116,Damaged,2020-03-29
1644,94438,Wrong item,2020-11-23
1645,49581,Customer changed mind,2022-06-19
1646,19136,Wrong item,2022-07-23
1647,41837,Wrong item,2023-06-11
1648,88627,Wrong item,2021-11-10
1649,90888,Customer changed mind,2022-06-08
1650,74634,Customer changed mind,2023-06-01
1651,49669,Customer changed mind,2021-08-03
1652,38629,Customer changed mind,2022-09-05
1653,2065,Wrong item,2022-10-13
1654,46918,Wrong item,2023-01-05
1655,63888,Damaged,2023-10-14
1656,43034,Damaged,2023-10-09
1657,55283,Customer changed mind,2021-06-15
1658,18592,Damaged,2023-10-02
1659,43219,Customer changed mind,2021-11-28
1660,99914,Wrong item,2020-05-27
1661,76420,Customer changed mind,2021-04-19
1662,83550,Customer changed mind,2023-05-02
1663,85467,Wrong item,2020-11-02
1664,68643,Damaged,2022-05-23
1665,15133,Wrong item,2020-09-13
1666,932,Customer changed mind,2095-07-21
1667,33577,Customer changed mind,2023-02-25
1668,25528,Wrong item,2023-12-29
1669,77332,Damaged,2022-11-09
1670,10450,Customer changed mind,2020-01-13
1671,32165,Damaged,2022-04-21
1672,29160,Wrong item,2022-02-23
1673,13030,Customer changed mind,2051-03-01
1674,61340,Wrong item,2021-03-11
1675,98674,Customer changed mind,2022-10-19
1676,15052,Wrong item,2021-03-03
1677,46032,Damaged,2020-03-27
1678,15585,Damaged,2020-04-12
1679,51566,Wrong item,2023-12-22
1680,63891,Wrong item,2020-07-22
1681,7737,Damaged,2022-10-22
1682,82609,Wrong item,2021-11-20
1683,12675,Damaged,2023-02-23
1684,23183,Damaged,2020-03-13
1685,93566,Customer changed mind,2022-06-16
1686,65079,Damaged,2047-00-23
1687,96936,Customer changed mind,2020-05-16
1688,91949,Wrong item,2020-01-21
1689,40392,Damaged,2021-11-10
1690,93785,Customer changed mind,2020-05-08
1691,22779,Wrong item,2020-09-25
1692,98774,Damaged,2022-01-06
1693,49319,Damaged,2021-01-05
1694,84519,Customer changed mind,2022-09-18
1695,69165,Wrong item,2022-09-24
1696,15131,Damaged,2023-12-02
1697,39283,Wrong item,2023-08-01
1698,9184,Damaged,2022-09-30
1699,58191,Damaged,2021-02-26
1700,3950,Customer changed mind,2022-04-15
1701,7109,Wrong item,2021-08-28
1702,4796,Customer changed mind,2021-05-24
1703,61910,Customer changed mind,2023-03-24
1704,50712,Customer changed mind,2022-03-09
1705,75620,Customer changed mind,2021-07-10
1706,41726,Wrong item,2021-08-13
1707,61209,Damaged,2100-10-26
1708,99918,Damaged,2021-10-02
1709,94138,Customer changed mind,2022-04-28
1710,9027,Wrong item,2023-02-13
1711,5764,Wrong item,2023-01-10
1712,72614,Customer changed mind,2020-05-19
1713,95584,Customer changed mind,2021-12-26
1714,86848,Customer changed mind,2062-05-10
1715,53723,Wrong item,2020-11-01
1716,1059,Customer changed mind,2022-07-01
1717,16940,Wrong item,2023-05-15
1718,61467,Customer changed mind,2022-04-19
1719,28614,Damaged,2021-05-12
1720,51855,Damaged,2022-10-08
1721,73726,Customer changed mind,2082-07-14
1722,38578,Wrong item,2022-09-22
1723,27493,Damaged,2023-01-13
1724,58496,Customer changed mind,2077-02-24
1725,45679,Customer changed mind,2020-08-11
1726,78593,Damaged,2021-09-16
1727,5279,Customer changed mind,2023-11-16
1728,8660,Damaged,2021-01-12
1729,73751,Damaged,2023-10-17
1730,61255,Wrong item,2023-04-02
1731,13144,Customer changed mind,2021-04-15
1732,46145,Damaged,2021-10-16
1733,47393,Wrong item,2022-04-08
1734,26044,Wrong item,2020-09-30
1735,55287,Customer changed mind,2023-01-26
1736,4635,Damaged,2021-12-19
1737,15626,Damaged,2020-04-06
1738,71140,Wrong item,2064-05-16
1739,73060,Customer changed mind,2022-03-23
1740,98702,Wrong item,2069-08-15
1741,24139,Damaged,2021-09-03
1742,71,Damaged,2020-12-30
1743,37922,Wrong item,2020-11-30
1744,63911,Damaged,2023-11-29
1745,42220,Wrong item,2020-11-18
1746,5998,Damaged,2020-05-06
1747,26653,Wrong item,2021-05-31
1748,91656,Damaged,2020-08-19
1749,51061,Customer changed mind,2020-07-08
1750,4475,Damaged,2020-09-12
1751,12189,Damaged,2021-12-30
1752,86105,Damaged,2021-03-11
1753,53762,Customer changed mind,2022-03-31
1754,82709,Damaged,2020-09-16
1755,11997,Damaged,2050-06-14
1756,53896,Wrong item,2022-08-22
1757,60987,Damaged,2021-08-26
1758,31787,Customer changed mind,2022-06-10
1759,18712,Damaged,2023-01-31
1760,53785,Damaged,2023-04-07
1761,32472,Damaged,2020-12-29
1762,13378,Damaged,2020-09-02
1763,88149,Customer changed mind,2023-10-01
1764,21411,Wrong item,2023-01-13
1765,78143,Wrong item,2021-12-26
1766,78195,Wrong item,2064-09-21
1767,20998,Customer changed mind,2020-09-05
1768,57621,Customer changed mind,2022-04-05
1769,69636,Wrong item,2020-02-01
1770,70921,Customer changed mind,2021-01-03
1771,7906,Wrong item,2023-08-06
1772,88376,Customer changed mind,2022-10-28
1773,44075,Customer changed mind,2023-10-05
1774,58928,Damaged,2022-03-18
1775,92559,Damaged,2023-04-03
1776,2666,Wrong item,2023-07-17
1777,58347,Customer changed mind,2023-12-11
1778,44795,Customer changed mind,2052-01-02
1779,6978,Customer changed mind,2023-04-16
1780,12379,Damaged,2051-06-14
1781,69027,Wrong item,2021-01-05
1782,58066,Damaged,2023-09-21
1783,2747,Damaged,2020-04-08
1784,76794,Customer changed mind,2021-07-25
1785,83060,Damaged,2021-08-11
1786,79717,Wrong item,2032-01-15
1787,24062,Wrong item,2022-02-20
1788,28692,Damaged,2020-12-07
1789,54662,Customer changed mind,2022-01-27
1790,10647,Customer changed mind,2020-03-25
1791,96479,Damaged,2022-01-18
1792,8212,Wrong item,2021-05-22
1793,47382,Customer changed mind,2022-09-25
1794,25846,Wrong item,2020-03-13
1795,7737,Customer changed mind,2020-08-05
1796,93126,Wrong item,2023-07-14
1797,65146,Damaged,2021-10-09
1798,3606,Damaged,2055-04-15
1799,14821,Customer changed mind,2020-05-31
1800,72920,Damaged,2021-12-12
1801,49379,Wrong item,2023-01-03
1802,6703,Wrong item,2022-01-18
1803,32774,Wrong item,2021-11-11
1804,12707,Customer changed mind,2020-01-22
1805,84118,Wrong item,2021-01-18
1806,69487,Damaged,2021-08-01
1807,89610,Wrong item,2020-01-27
1808,29875,Wrong item,2022-10-24
1809,35381,Customer changed mind,2021-05-17
1810,34247,Wrong item,2020-01-03
1811,92966,Wrong item,2023-08-06
1812,10930,Wrong item,2021-03-10
1813,25492,Wrong item,2022-01-03
1814,45905,Damaged,2022-07-30
1815,72905,Damaged,2045-01-19
1816,59198,Damaged,2023-06-11
1817,19569,Damaged,2022-03-23
1818,41227,Customer changed mind,2021-01-01
1819,37422,Damaged,2023-11-13
1820,66475,Wrong item,2022-12-12
1821,11427,Customer changed mind,2023-06-28
1822,17413,Wrong item,2066-09-11
1823,37502,Wrong item,2023-11-03
1824,63871,Damaged,2020-09-24
1825,40338,Damaged,2020-06-23
1826,24707,Wrong item,2022-04-24
1827,2871,Customer changed mind,2022-09-30
1828,73665,Customer changed mind,2022-07-14
1829,61163,Wrong item,2022-06-24
1830,75614,Damaged,2020-10-14
1831,56771,Damaged,2020-06-03
1832,43017,Damaged,2020-05-12
1833,18010,Customer changed mind,2023-07-16
1834,53181,Customer changed mind,2023-06-21
1835,20372,Wrong item,2061-02-11
1836,90608,Wrong item,2037-05-18
1837,6790,Customer changed mind,2023-03-30
1838,92860,Damaged,2023-05-04
1839,68815,Damaged,2020-08-21
1840,54960,Damaged,2020-12-07
1841,38714,Wrong item,2020-08-10
1842,58084,Wrong item,2021-03-12
1843,32833,Customer changed mind,2023-03-30
1844,51290,Customer changed mind,2020-04-15
1845,89408,Customer changed mind,2023-04-21
1846,66871,Customer changed mind,2023-04-16
1847,10503,Damaged,2020-10-28
1848,79467,Damaged,2022-07-09
1849,84248,Customer changed mind,2020-03-13
1850,85133,Customer changed mind,2021-05-06
1851,44551,Wrong item,2021-12-01
1852,48090,Customer changed mind,2023-08-07
1853,42295,Customer changed mind,2021-01-29
1854,10374,Damaged,2023-11-29
1855,3597,Customer changed mind,2023-03-19
1856,16197,Wrong item,2021-02-11
1857,88427,Wrong item,2022-08-21
1858,21657,Wrong item,2020-05-24
1859,49672,Wrong item,2020-06-18
1860,57841,Wrong item,2023-02-08
1861,87044,Damaged,2022-07-15
1862,68545,Damaged,2023-08-12
1863,61608,Wrong item,2020-05-27
1864,6121,Customer changed mind,2020-10-29
1865,98225,Damaged,2021-07-31
1866,48242,Customer changed mind,2023-06-02
1867,88990,Customer changed mind,2020-04-08
1868,55736,Wrong item,2022-05-29
1869,47643,Damaged,2022-02-05
1870,43967,Wrong item,2022-03-23
1871,66521,Customer changed mind,2023-12-15
1872,3250,Damaged,2023-03-21
1873,78590,Customer changed mind,2020-06-15
1874,52900,Wrong item,2021-12-31
1875,16239,Damaged,2020-06-28
1876,41368,Damaged,2023-12-31
1877,75678,Damaged,2079-04-28
1878,23647,Wrong item,2023-10-17
1879,97525,Wrong item,2023-07-15
1880,9300,Damaged,2022-11-27
1881,65700,Wrong item,2021-04-03
1882,54793,Customer changed mind,2020-04-21
1883,73865,Damaged,2021-08-06
1884,7373,Customer changed mind,2022-12-30
1885,59715,Wrong item,2022-06-24
1886,23078,Damaged,2022-08-18
1887,33042,Damaged,2049-09-27
1888,50257,Wrong item,2020-09-06
1889,75968,Wrong item,2022-02-10
1890,81288,Wrong item,2023-06-04
1891,5962,Wrong item,2020-01-19
1892,20640,Customer changed mind,2022-12-08
1893,889,Damaged,2023-02-20
1894,3083,Wrong item,2034-09-14
1895,44310,Customer changed mind,2020-03-02
1896,5675,Damaged,2048-06-18
1897,77052,Customer changed mind,2023-05-16
1898,64500,Wrong item,2097-04-03
1899,71377,Damaged,2063-05-24
1900,35318,Wrong item,2051-01-06
1901,67661,Damaged,2020-05-25
1902,68687,Customer changed mind,2065-03-24
1903,46099,Damaged,2021-08-02
1904,88819,Damaged,2020-09-15
1905,97676,Damaged,2022-11-24
1906,35327,Wrong item,2038-02-06
1907,85110,Wrong item,2021-05-09
1908,78669,Wrong item,2021-08-12
1909,55407,Wrong item,2023-02-18
1910,76552,Damaged,2021-05-19
1911,72431,Damaged,2023-02-07
1912,58606,Damaged,2022-06-28
1913,70209,Customer changed mind,2022-10-18
1914,32719,Customer changed mind,2021-12-23
1915,41437,Damaged,2023-07-10
1916,66886,Damaged,2086-08-18
1917,61184,Damaged,2020-12-26
1918,31189,Wrong item,2020-02-18
1919,14690,Damaged,2023-11-01
1920,32555,Wrong item,2023-12-22
1921,641,Damaged,2023-07-28
1922,67323,Wrong item,2021-05-13
1923,29297,Customer changed mind,2022-07-27
1924,96184,Wrong item,2020-09-10
1925,95263,Wrong item,2023-07-19
1926,80791,Customer changed mind,2020-10-03
1927,38942,Wrong item,2022-09-08
1928,3277,Wrong item,2020-08-07
1929,15445,Wrong item,2021-10-24
1930,11704,Customer changed mind,2020-02-09
1931,5174,Wrong item,2020-09-10
1932,80686,Customer changed mind,2021-12-19
1933,46942,Wrong item,2020-11-03
1934,81539,Damaged,2021-10-07
1935,84664,Wrong item,2021-09-18
1936,56661,Damaged,2022-12-17
1937,66131,Customer changed mind,2021-02-25
1938,1130,Wrong item,2022-06-12
1939,498,Customer changed mind,2022-05-03
1940,16438,Customer changed mind,2023-12-09
1941,22471,Damaged,2022-04-18
1942,26817,Customer changed mind,2022-04-13
1943,58261,Customer changed mind,2082-01-20
1944,64023,Damaged,2023-12-23
1945,76335,Wrong item,2022-11-16
1946,10130,Wrong item,2062-00-18
1947,39422,Customer changed mind,2023-08-20
1948,84436,Customer changed mind,2021-01-30
1949,29056,Damaged,2022-06-14
1950,12969,Damaged,2023-07-08
1951,21418,Wrong item,2022-08-25
1952,2534,Customer changed mind,2020-07-17
1953,43435,Customer changed mind,2058-06-05
1954,5811,Damaged,2022-01-11
1955,96814,Damaged,2023-07-08
1956,45741,Damaged,2022-10-10
1957,1618,Wrong item,2020-02-27
1958,95351,Customer changed mind,2021-11-04
1959,42886,Customer changed mind,2020-11-16
1960,10819,Wrong item,2023-06-30
1961,63979,Customer changed mind,2020-01-01
1962,24545,Customer changed mind,2020-08-06
1963,2206,Customer changed mind,2022-06-22
1964,9558,Wrong item,2021-01-02
1965,78596,Damaged,2023-11-26
1966,74755,Customer changed mind,2022-07-22
1967,80833,Wrong item,2020-01-08
1968,79098,Customer changed mind,2097-08-08
1969,50882,Wrong item,2023-09-09
1970,35627,Damaged,2023-12-17
1971,85340,Wrong item,2022-01-21
1972,71393,Wrong item,2021-11-06
1973,82010,Customer changed mind,2023-01-17
1974,42562,Wrong item,2053-04-03
1975,6748,Damaged,2022-11-25
1976,65400,Damaged,2022-03-25
1977,2635,Damaged,2022-12-30
1978,44602,Customer changed mind,2023-08-30
1979,73676,Wrong item,2021-08-01
1980,30014,Wrong item,2020-08-23
1981,6753,Customer changed mind,2022-08-23
1982,27197,Customer changed mind,2022-06-14
1983,52369,Customer changed mind,2022-11-30
1984,22186,Customer changed mind,2020-02-18
1985,7269,Wrong item,2023-12-26
1986,55108,Customer changed mind,2022-07-13
1987,68038,Damaged,2068-10-14
1988,34875,Customer changed mind,2086-06-23
1989,67294,Damaged,2022-10-02
1990,13138,Damaged,2023-11-21
1991,47906,Customer changed mind,2023-04-24
1992,14175,Wrong item,2022-09-29
1993,54706,Customer changed mind,2021-06-30
1994,11177,Customer changed mind,2021-08-23
1995,18375,Damaged,2021-11-22
1996,57763,Damaged,2049-10-14
1997,80189,Damaged,2023-03-29
1998,6416,Damaged,2022-08-16
1999,96890,Wrong item,2020-03-13
2000,93147,Customer changed mind,2022-02-24
2001,8350,Customer changed mind,2023-09-26
2002,59480,Wrong item,2021-04-30
2003,66667,Damaged,2021-03-10
2004,94745,Customer changed mind,2022-09-01
2005,37106,Wrong item,2020-10-23
2006,87923,Damaged,2022-11-26
2007,85401,Wrong item,2033-08-12
2008,247,Damaged,2021-06-10
2009,93504,Customer changed mind,2022-08-01
2010,3079,Damaged,2022-02-05
2011,93102,Damaged,2036-01-24
2012,78224,Damaged,2021-05-28
2013,26780,Wrong item,2020-06-16
2014,53966,Wrong item,2023-08-04
2015,75846,Customer changed mind,2022-07-13
2016,71535,Damaged,2023-09-29
2017,37228,Customer changed mind,2021-12-01
2018,64996,Customer changed mind,2023-04-21
2019,21238,Wrong item,2022-10-17
2020,44085,Damaged,2022-04-29
2021,46618,Customer changed mind,2021-06-11
2022,22116,Wrong item,2023-11-23
2023,38952,Wrong item,2022-06-08
2024,84184,Damaged,2021-03-27
2025,96840,Wrong item,2023-03-04
2026,1722,Damaged,2021-02-17
2027,58317,Wrong item,2023-03-18
2028,2830,Customer changed mind,2020-10-05
2029,49202,Damaged,2021-06-19
2030,47217,Damaged,2023-07-09
2031,99803,Customer changed mind,2020-01-27
2032,8852,Customer changed mind,2031-00-13
2033,55175,Customer changed mind,2023-10-03
2034,9912,Customer changed mind,2022-04-27
2035,43212,Customer changed mind,2022-03-10
2036,12314,Customer changed mind,2023-12-15
2037,54653,Customer changed mind,2023-08-19
2038,27287,Wrong item,2022-08-31
2039,76901,Customer changed mind,2022-02-27
2040,44334,Customer changed mind,2020-06-03
2041,803,Wrong item,2021-12-21
2042,61355,Wrong item,2021-03-28
2043,76952,Damaged,2022-10-26
2044,17987,Customer changed mind,2022-07-09
2045,3210,Damaged,2021-03-15
2046,41077,Damaged,2021-05-02
2047,44543,Wrong item,2021-12-22
2048,92203,Customer changed mind,2020-06-30
2049,52407,Damaged,2023-08-30
2050,18294,Customer changed mind,2022-01-04
2051,69734,Wrong item,2023-08-26
2052,10473,Wrong item,2023-08-01
2053,13124,Customer changed mind,2023-12-23
2054,24838,Damaged,2023-08-27
2055,21345,Wrong item,2023-06-09
2056,57030,Wrong item,2020-05-15
2057,18942,Customer changed mind,2023-02-28
2058,74436,Wrong item,2065-08-16
2059,35047,Customer changed mind,2022-06-12
2060,28554,Wrong item,2023-10-31
2061,49545,Customer changed mind,2020-04-13
2062,16295,Wrong item,2021-12-06
2063,45309,Wrong item,2021-08-02
2064,55857,Wrong item,2023-03-16
2065,79275,Damaged,2023-08-10
2066,10633,Damaged,2020-11-19
2067,83147,Wrong item,2023-06-26
2068,80673,Customer changed mind,2054-06-04
2069,20388,Customer changed mind,2020-08-26
2070,21577,Customer changed mind,2022-11-24
2071,39050,Damaged,2022-02-02
2072,98826,Customer changed mind,2023-04-19
2073,99420,Wrong item,2021-07-13
2074,3003,Wrong item,2021-01-09
2075,17224,Wrong item,2023-11-16
2076,5441,Damaged,2090-07-18
2077,40262,Customer changed mind,2021-10-03
2078,51947,Customer changed mind,2057-00-28
2079,50033,Wrong item,2023-08-10
2080,60187,Damaged,2022-07-21
2081,39430,Customer changed mind,2020-07-13
2082,94799,Damaged,2023-05-31
2083,17176,Customer changed mind,2022-08-11
2084,74006,Damaged,2023-05-12
2085,28873,Wrong item,2021-10-05
2086,8283,Wrong item,2020-12-13
2087,7863,Customer changed mind,2023-09-28
2088,26555,Damaged,2022-08-03
2089,33959,Customer changed mind,2021-06-26
2090,70940,Customer changed mind,2023-03-20
2091,63064,Wrong item,2023-09-16
2092,12690,Damaged,2022-01-29
2093,90600,Customer changed mind,2020-03-09
2094,42652,Customer changed mind,2020-05-24
2095,5258,Customer changed mind,2061-08-21
2096,91606,Wrong item,2021-03-15
2097,19123,Wrong item,2022-02-12
2098,88360,Damaged,2060-03-21
2099,64438,Customer changed mind,2021-12-20
2100,12572,Customer changed mind,2021-08-17
2101,85752,Customer changed mind,2023-11-10
2102,16013,Customer changed mind,2020-05-24
2103,44952,Customer changed mind,2020-10-02
2104,68408,Damaged,2023-02-21
2105,91406,Customer changed mind,2023-06-04
2106,91492,Customer changed mind,2023-04-12
2107,63427,Wrong item,2021-08-31
2108,16734,Wrong item,2020-09-14
2109,7859,Wrong item,2022-08-26
2110,13070,Wrong item,2023-10-31
2111,3349,Customer changed mind,2092-08-16
2112,27703,Damaged,2021-11-06
2113,74869,Damaged,2076-08-21
2114,99064,Wrong item,2020-09-01
2115,31279,Damaged,2021-10-23
2116,83509,Customer changed mind,2023-05-04
2117,43170,Customer changed mind,2021-09-11
2118,96848,Damaged,2022-01-13
2119,73879,Customer changed mind,2020-06-22
2120,45238,Customer changed mind,2021-06-26
2121,5105,Customer changed mind,2023-12-08
2122,71164,Wrong item,2022-05-03
2123,8918,Wrong item,2021-12-10
2124,50015,Damaged,2023-01-08
2125,12140,Customer changed mind,2020-02-12
2126,18085,Wrong item,2021-01-24
2127,8381,Damaged,2021-04-29
2128,45896,Customer changed mind,2022-05-16
2129,75884,Damaged,2095-02-12
2130,17374,Customer changed mind,2020-11-17
2131,78208,Customer changed mind,2020-05-09
2132,13251,Damaged,2020-04-26
2133,89070,Customer changed mind,2021-12-07
2134,65743,Customer changed mind,2020-12-14
2135,29372,Wrong item,2038-06-23
2136,43596,Damaged,2020-04-24
2137,8051,Wrong item,2023-03-18
2138,82011,Customer changed mind,2021-07-19
2139,17539,Customer changed mind,2023-10-10
2140,84025,Wrong item,2023-05-11
2141,86931,Customer changed mind,2021-08-23
2142,47232,Customer changed mind,2023-07-31
2143,80684,Customer changed mind,2022-06-10
2144,16459,Customer changed mind,2022-01-24
2145,16292,Damaged,2023-07-19
2146,24107,Wrong item,2023-03-31
2147,31487,Customer changed mind,2022-06-27
2148,44703,Wrong item,2021-10-26
2149,39013,Damaged,2021-10-25
2150,73049,Customer changed mind,2023-11-02
2151,12586,Damaged,2021-06-30
2152,87208,Damaged,2020-04-21
2153,83746,Damaged,2021-07-12
2154,3357,Damaged,2020-04-13
2155,82751,Damaged,2053-07-09
2156,88794,Customer changed mind,2022-11-10
2157,35019,Damaged,2023-07-29
2158,59816,Wrong item,2023-04-16
2159,88758,Customer changed mind,2021-12-17
2160,60883,Wrong item,2023-12-03
2161,97128,Customer changed mind,2022-02-03
2162,92826,Wrong item,2020-07-11
2163,23272,Wrong item,2022-10-22
2164,88774,Damaged,2021-02-04
2165,87166,Wrong item,2021-10-04
2166,85868,Customer changed mind,2021-02-11
2167,42698,Customer changed mind,2021-05-16
2168,35388,Damaged,2021-04-14
2169,78322,Wrong item,2023-03-18
2170,98744,Damaged,2023-09-23
2171,93204,Damaged,2078-00-05
2172,22395,Damaged,2020-09-11
2173,36454,Customer changed mind,2021-11-04
2174,176,Customer changed mind,2021-08-31
2175,17064,Damaged,2020-07-21
2176,12701,Customer changed mind,2022-04-18
2177,31330,Damaged,2020-05-14
2178,66244,Customer changed mind,2022-11-14
2179,13927,Customer changed mind,2022-05-01
2180,48841,Damaged,2023-04-02
2181,81082,Customer changed mind,2020-02-27
2182,13936,Wrong item,2023-08-05
2183,45537,Customer changed mind,2020-08-16
2184,46835,Wrong item,2021-12-25
2185,49385,Wrong item,2021-02-11
2186,62823,Damaged,2022-11-23
2187,93766,Wrong item,2023-06-26
2188,77353,Wrong item,2021-09-11
2189,11337,Customer changed mind,2020-05-26
2190,77148,Customer changed mind,2023-09-20
2191,61651,Customer changed mind,2021-07-26
2192,32500,Customer changed mind,2022-05-19
2193,49559,Damaged,2021-10-19
2194,82049,Customer changed mind,2021-06-26
2195,9977,Customer changed mind,2021-01-01
2196,51810,Wrong item,2023-12-03
2197,61142,Wrong item,2021-11-15
2198,60740,Customer changed mind,2023-08-08
2199,97409,Damaged,2022-01-20
2200,30456,Wrong item,2022-08-09
2201,25898,Customer changed mind,2023-04-05
2202,25388,Customer changed mind,2023-04-13
2203,96309,Customer changed mind,2022-09-13
2204,64367,Wrong item,2020-05-03
2205,22889,Damaged,2021-09-06
2206,69672,Damaged,2020-11-24
2207,64260,Customer changed mind,2023-06-02
2208,56709,Customer changed mind,2021-04-27
2209,44888,Customer changed mind,2022-06-04
2210,57993,Damaged,2022-02-15
2211,80521,Customer changed mind,2023-03-11
2212,25049,Customer changed mind,2021-01-05
2213,27060,Wrong item,2023-05-10
2214,90603,Damaged,2021-03-16
2215,60731,Damaged,2023-11-26
2216,60193,Damaged,2020-06-06
2217,8034,Damaged,2023-11-17
2218,48172,Damaged,2022-07-13
2219,77217,Wrong item,2020-09-24
2220,65671,Wrong item,2023-01-11
2221,94553,Damaged,2021-06-22
