feedback_id,customer_id,store_id,product_id,rating,comments,feedback_date
2497,879,8,474,3,Great!,2023-06-11
2498,281,13,71,1,Too expensive,2021-02-26
2499,226,14,143,2,Great!,2020-06-28
2500,412,17,470,1,Will buy again,2020-03-02
2501,552,8,216,2,Poor quality,2021-04-15
2502,637,20,63,4,Too expensive,2020-04-21
2503,232,7,45,2,Great!,2023-03-17
2504,624,2,166,bad,Too expensive,2022-08-24
2505,619,3,364,5,Will buy again,2021-07-02
2506,716,6,314,1,Too expensive,2021-05-21
2507,962,9,87,2,Great!,2021-10-15
2508,807,5,126,1,Great!,2023-02-24
2509,742,10,220,4,Too expensive,2020-12-17
2510,111,19,296,5,Too expensive,2022-05-04
2511,598,18,454,5,Will buy again,2021-10-08
2512,547,20,233,4,Too expensive,2022-01-04
2513,609,1,230,2,Too expensive,2023-03-14
2514,658,20,239,5,Too expensive,2023-10-12
2515,371,12,111,3,Poor quality,2020-01-17
2516,39,8,46,5,Great!,2023-06-09
2517,765,18,485,4,Great!,2023-09-21
2518,775,4,135,2,Great!,2023-04-01
2519,721,1,35,2,Will buy again,2020-04-20
2520,947,7,457,3,Too expensive,2020-05-14
2521,489,10,146,bad,Poor quality,2021-01-30
2522,765,7,20,4,Poor quality,2021-07-19
2523,228,18,11,5,Poor quality,2021-11-09
2524,244,2,438,4,Poor quality,2022-11-25
2525,745,2,45,bad,Too expensive,2021-08-26
2526,159,13,158,3,Poor quality,2020-10-31
2527,242,11,391,2,Great!,2021-10-08
2528,365,10,443,5,Poor quality,2020-12-14
2529,146,12,299,2,Poor quality,2021-06-19
2530,271,11,193,4,Poor quality,2022-10-25
2531,42,17,185,4,Too expensive,2022-03-17
2532,937,10,308,5,Will buy again,2022-07-23
2533,833,19,15,4,Great!,2023-10-23
2534,257,18,283,1,Poor quality,2022-05-26
2535,731,4,499,bad,Great!,2023-08-09
2536,669,5,182,4,Too expensive,2020-06-19
2537,684,13,182,3,Will buy again,2023-02-13
2538,980,10,328,3,Will buy again,2022-08-24
2539,209,15,349,2,Poor quality,2021-01-16
2540,743,10,157,bad,Will buy again,2023-11-11
2541,764,15,364,3,Great!,2023-01-19
2542,119,13,76,1,Too expensive,2020-10-08
2543,539,6,299,3,Great!,2020-12-07
2544,946,7,244,3,Great!,2022-10-06
2545,996,15,423,3,Great!,2022-02-23
2546,850,12,386,4,Great!,2022-09-02
2547,161,20,43,1,Poor quality,2021-11-04
2548,414,16,452,bad,Poor quality,2023-06-07
2549,448,16,437,4,Too expensive,2020-01-05
2550,787,6,440,1,Will buy again,2021-06-09
2551,374,16,308,4,Too expensive,2020-06-10
2552,986,11,400,bad,Will buy again,2021-08-12
2553,757,5,57,2,Will buy again,2020-03-15
2554,927,6,354,4,Great!,2022-01-16
2555,368,7,27,3,Poor quality,2021-11-11
2556,779,10,420,bad,Poor quality,2020-10-16
2557,120,19,266,bad,Poor quality,2022-03-20
2558,598,11,133,4,Will buy again,2021-10-20
2559,728,5,211,2,Poor quality,2021-03-16
2560,838,11,316,3,Too expensive,2022-03-10
2561,596,3,416,1,Will buy again,2021-09-11
2562,695,7,432,2,Great!,2020-12-27
2563,570,7,153,2,Great!,2022-08-22
2564,329,10,491,bad,Great!,2021-04-30
2565,355,12,183,2,Too expensive,2045-05-25
2566,471,20,308,4,Will buy again,2023-11-25
2567,75,18,40,bad,Poor quality,2022-10-01
2568,395,3,483,2,Poor quality,2022-06-20
2569,856,1,61,5,Poor quality,2023-03-16
2570,601,19,303,bad,Will buy again,2020-03-16
2571,729,15,46,3,Will buy again,2021-09-06
2572,611,20,169,4,Will buy again,2020-01-31
2573,287,5,96,bad,Too expensive,2023-07-09
2574,187,18,282,bad,Great!,2023-07-18
2575,26,18,19,bad,Great!,2022-09-03
2576,894,11,245,5,Poor quality,2021-12-21
2577,137,13,344,1,Too expensive,2022-06-20
2578,810,12,80,bad,Poor quality,2021-02-09
2579,684,20,416,4,Will buy again,2021-06-15
2580,653,19,145,3,Great!,2021-06-16
2581,539,20,172,5,Poor quality,2022-05-26
2582,753,9,278,bad,Will buy again,2023-11-09
2583,70,13,198,1,Great!,2020-03-18
2584,379,11,392,bad,Great!,2020-07-17
2585,272,8,489,bad,Great!,2022-02-08
2586,442,20,446,1,Too expensive,2023-11-06
2587,290,20,298,4,Will buy again,2020-08-23
2588,307,3,43,3,Too expensive,2020-07-04
2589,632,1,289,1,Poor quality,2023-04-06
2590,157,6,491,1,Too expensive,2022-06-29
2591,618,3,201,1,Will buy again,2021-01-25
2592,555,7,195,4,Will buy again,2023-04-25
2593,230,11,40,3,Poor quality,2083-06-15
2594,35,17,276,4,Too expensive,2023-01-09
2595,866,4,422,1,Poor quality,2022-11-03
2596,858,17,482,4,Great!,2022-07-05
2597,907,6,419,4,Too expensive,2020-01-24
2598,459,3,428,3,Poor quality,2022-10-31
2599,816,13,401,2,Poor quality,2020-06-30
2600,664,5,31,5,Great!,2021-06-15
2601,545,16,411,bad,Will buy again,2020-02-24
2602,256,20,27,2,Great!,2023-06-28
2603,898,2,106,3,Too expensive,2020-05-12
2604,58,9,400,bad,Poor quality,2058-03-23
2605,850,5,344,3,Will buy again,2022-08-29
2606,457,19,464,3,Too expensive,2023-02-17
2607,355,7,493,4,Too expensive,2086-01-02
2608,410,11,48,bad,Poor quality,2020-05-03
2609,923,12,145,4,Will buy again,2021-07-09
2610,550,11,466,5,Great!,2023-04-15
2611,67,3,452,1,Poor quality,2023-09-29
2612,660,2,96,3,Too expensive,2022-05-02
2613,558,6,273,2,Will buy again,2021-05-14
2614,177,15,449,1,Too expensive,2020-01-22
2615,761,7,237,4,Poor quality,2022-11-20
2616,700,5,298,4,Will buy again,2023-11-18
2617,468,9,284,2,Will buy again,2021-06-12
2618,482,9,182,1,Will buy again,2021-04-06
2619,452,10,423,4,Will buy again,2021-03-27
2620,67,18,440,2,Poor quality,2020-12-29
2621,48,10,262,5,Poor quality,2022-05-02
2622,391,19,232,1,Will buy again,2023-09-21
2623,410,13,333,2,Too expensive,2023-02-11
2624,263,9,460,bad,Will buy again,2066-00-25
2625,383,10,304,4,Will buy again,2023-08-21
2626,307,6,481,1,Great!,2021-07-28
2627,632,10,149,4,Poor quality,2081-02-15
2628,413,7,199,4,Poor quality,2023-09-28
2629,274,17,399,2,Poor quality,2020-03-31
2630,591,2,292,1,Great!,2020-08-10
2631,78,19,219,3,Poor quality,2020-03-14
2632,967,3,227,4,Poor quality,2023-10-28
2633,871,11,56,4,Poor quality,2076-09-02
2634,110,19,174,5,Too expensive,2020-10-18
2635,224,9,156,2,Poor quality,2023-07-11
2636,285,5,365,4,Too expensive,2020-07-22
2637,502,5,39,4,Too expensive,2020-10-11
2638,281,11,473,2,Great!,2022-05-11
2639,355,3,269,4,Will buy again,2022-03-24
2640,883,4,249,3,Too expensive,2021-06-25
2641,803,20,311,1,Too expensive,2022-01-31
2642,313,8,147,1,Poor quality,2020-08-09
2643,720,13,83,1,Will buy again,2022-06-04
2644,825,11,30,4,Too expensive,2070-08-16
2645,202,17,74,bad,Will buy again,2022-10-17
2646,584,12,285,bad,Too expensive,2022-04-02
2647,335,3,106,3,Poor quality,2031-01-02
2648,500,13,458,1,Too expensive,2020-11-25
2649,903,17,488,5,Poor quality,2023-06-09
2650,342,12,432,bad,Will buy again,2021-02-01
2651,689,2,208,4,Will buy again,2023-04-05
2652,747,2,478,3,Will buy again,2020-08-27
2653,902,16,14,4,Will buy again,2022-12-03
2654,167,19,392,1,Poor quality,2022-10-10
2655,67,1,465,2,Great!,2021-11-07
2656,133,20,13,bad,Too expensive,2022-01-30
2657,648,9,99,2,Too expensive,2023-01-31
2658,72,18,36,2,Great!,2020-11-20
2659,909,8,349,5,Too expensive,2042-05-10
2660,60,14,221,bad,Will buy again,2020-08-13
2661,255,4,47,1,Too expensive,2020-10-09
2662,703,16,480,bad,Great!,2023-08-22
2663,267,11,219,1,Too expensive,2023-11-18
2664,358,16,309,3,Great!,2020-10-13
2665,539,2,413,1,Poor quality,2023-05-21
2666,764,5,172,bad,Will buy again,2023-12-09
2667,569,6,293,2,Poor quality,2023-08-15
2668,886,18,291,5,Great!,2021-07-20
2669,224,6,247,3,Too expensive,2022-10-30
2670,50,9,115,2,Poor quality,2022-03-14
2671,516,11,151,4,Will buy again,2020-05-20
2672,4,17,437,4,Poor quality,2022-03-15
2673,656,13,375,4,Poor quality,2021-07-09
2674,69,18,468,1,Will buy again,2022-07-09
2675,330,3,411,bad,Poor quality,2046-09-10
2676,929,6,355,1,Too expensive,2023-09-08
2677,48,20,481,4,Great!,2023-02-14
2678,283,7,479,2,Poor quality,2023-11-12
2679,757,13,327,1,Will buy again,2023-03-07
2680,274,8,83,bad,Great!,2021-01-02
2681,769,7,449,3,Poor quality,2023-05-02
2682,35,13,339,3,Will buy again,2022-03-09
2683,412,11,130,1,Will buy again,2023-01-04
2684,837,19,181,5,Poor quality,2022-07-04
2685,485,20,484,3,Will buy again,2020-01-20
2686,203,4,488,2,Great!,2023-11-23
2687,658,13,115,bad,Too expensive,2021-05-21
2688,451,11,354,3,Poor quality,2044-09-10
2689,572,10,426,1,Poor quality,2022-06-03
2690,268,4,74,2,Poor quality,2020-02-28
2691,414,19,482,4,Too expensive,2021-08-31
2692,66,6,71,5,Great!,2022-10-08
2693,722,10,345,2,Great!,2020-11-10
2694,850,5,128,1,Will buy again,2020-08-31
2695,905,11,208,5,Will buy again,2021-11-24
2696,504,20,169,4,Will buy again,2023-07-01
2697,809,9,309,4,Too expensive,2065-04-22
2698,950,1,376,1,Too expensive,2020-02-17
2699,420,10,217,1,Great!,2023-03-15
2700,981,18,439,3,Poor quality,2022-11-14
2701,432,13,22,1,Poor quality,2023-08-03
2702,435,17,372,3,Too expensive,2020-07-17
2703,424,2,21,1,Great!,2021-02-11
2704,501,5,384,1,Poor quality,2086-03-01
2705,304,16,392,3,Too expensive,2022-05-22
2706,581,10,95,3,Will buy again,2022-08-31
2707,90,13,350,5,Will buy again,2022-11-28
2708,882,4,219,3,Too expensive,2021-10-26
2709,147,10,162,bad,Poor quality,2022-08-11
2710,830,3,416,4,Will buy again,2082-00-20
2711,846,8,424,3,Too expensive,2022-02-06
2712,435,2,26,bad,Too expensive,2023-04-17
2713,35,2,159,3,Will buy again,2021-12-30
2714,825,14,259,2,Too expensive,2023-01-23
2715,256,2,50,2,Will buy again,2020-04-07
2716,257,10,246,3,Too expensive,2022-01-24
2717,400,12,116,5,Poor quality,2020-12-27
2718,658,4,17,bad,Too expensive,2022-03-25
2719,811,7,91,bad,Great!,2021-12-08
2720,789,20,163,3,Great!,2021-05-29
2721,277,6,454,3,Poor quality,2020-01-05
2722,405,11,445,3,Will buy again,2021-10-28
2723,717,4,401,3,Poor quality,2020-10-21
2724,594,5,201,2,Too expensive,2021-03-28
2725,181,10,4,4,Will buy again,2021-08-05
2726,487,6,361,3,Great!,2022-04-23
2727,277,16,3,4,Will buy again,2021-04-29
2728,48,1,36,1,Great!,2022-03-19
2729,818,14,144,2,Great!,2022-06-18
2730,579,11,260,1,Great!,2022-07-25
2731,976,1,327,2,Great!,2021-12-12
2732,129,20,54,3,Too expensive,2020-04-22
2733,14,20,103,1,Poor quality,2020-01-06
2734,844,13,348,3,Will buy again,2021-04-23
2735,900,17,39,4,Will buy again,2021-11-12
2736,394,5,293,4,Poor quality,2023-02-19
2737,355,7,126,1,Will buy again,2020-07-01
2738,880,3,13,1,Will buy again,2022-12-08
2739,102,15,443,2,Will buy again,2020-01-28
2740,599,14,355,5,Poor quality,2098-00-21
2741,865,15,237,bad,Will buy again,2020-02-07
2742,91,13,224,3,Will buy again,2023-06-23
2743,952,6,305,3,Too expensive,2022-11-02
2744,283,15,322,3,Will buy again,2022-06-25
2745,686,2,479,2,Will buy again,2022-11-06
2746,36,16,78,4,Too expensive,2022-11-23
2747,319,5,136,3,Great!,2020-09-02
2748,604,10,213,4,Will buy again,2021-05-01
2749,810,9,338,bad,Poor quality,2022-09-21
2750,610,17,21,5,Great!,2022-06-22
2751,131,13,87,5,Poor quality,2023-09-24
2752,72,1,373,5,Great!,2022-01-16
2753,137,11,191,bad,Great!,2022-10-09
2754,706,19,48,4,Too expensive,2022-02-27
2755,620,13,366,4,Too expensive,2022-08-02
2756,372,11,7,1,Great!,2022-05-24
2757,861,14,438,5,Will buy again,2023-07-29
2758,82,1,281,5,Will buy again,2020-05-20
2759,906,6,168,5,Great!,2023-12-28
2760,431,15,360,3,Too expensive,2020-08-31
2761,816,2,459,3,Will buy again,2022-06-06
2762,267,4,59,bad,Will buy again,2020-02-22
2763,561,13,93,3,Poor quality,2070-07-15
2764,517,9,27,1,Great!,2022-08-28
2765,196,5,411,1,Great!,2046-05-23
2766,625,18,83,bad,Will buy again,2022-11-11
2767,981,14,461,5,Too expensive,2021-04-25
2768,232,3,93,5,Great!,2020-05-31
2769,700,18,378,4,Great!,2020-12-16
2770,770,19,100,1,Will buy again,2020-05-12
2771,65,18,144,bad,Too expensive,2023-12-28
2772,329,7,278,4,Too expensive,2023-09-21
2773,844,9,10,2,Poor quality,2021-01-01
2774,922,17,86,bad,Too expensive,2021-05-20
2775,528,20,302,1,Poor quality,2022-03-06
2776,181,18,499,1,Great!,2023-12-27
2777,104,4,32,3,Will buy again,2021-10-29
2778,161,12,203,2,Poor quality,2020-07-29
2779,657,1,295,5,Will buy again,2020-01-16
2780,436,1,459,3,Too expensive,2021-03-02
2781,379,18,495,4,Too expensive,2058-00-27
2782,760,19,79,5,Poor quality,2042-07-10
2783,203,16,197,3,Will buy again,2043-03-15
2784,591,15,370,3,Great!,2022-05-23
2785,854,5,280,bad,Too expensive,2020-05-17
2786,979,14,496,4,Will buy again,2020-10-30
2787,880,19,248,1,Poor quality,2022-11-10
2788,861,13,307,1,Will buy again,2022-06-06
2789,533,5,393,4,Poor quality,2023-03-22
2790,831,17,381,3,Will buy again,2021-03-07
2791,459,11,325,1,Poor quality,2022-02-13
2792,946,16,323,bad,Poor quality,2021-08-02
2793,589,2,456,bad,Will buy again,2021-08-22
2794,653,11,202,4,Will buy again,2021-03-25
2795,258,5,101,3,Will buy again,2020-10-04
2796,71,2,203,bad,Will buy again,2023-11-21
2797,772,20,401,5,Will buy again,2023-12-29
2798,508,17,440,2,Poor quality,2021-09-25
2799,504,10,418,1,Poor quality,2022-08-17
2800,616,16,61,2,Too expensive,2093-01-23
2801,593,3,154,2,Poor quality,2021-05-23
2802,931,2,213,4,Too expensive,2022-04-15
2803,852,16,434,1,Too expensive,2089-09-18
2804,770,19,372,1,Will buy again,2023-04-30
2805,967,14,306,4,Too expensive,2023-08-15
2806,172,10,410,3,Too expensive,2046-01-22
2807,367,9,486,3,Great!,2023-08-11
2808,743,5,76,5,Poor quality,2022-03-22
2809,716,7,214,bad,Poor quality,2020-12-11
2810,762,9,147,1,Poor quality,2023-09-15
2811,925,19,400,5,Poor quality,2023-07-17
2812,206,6,233,3,Poor quality,2022-06-22
2813,754,13,236,4,Will buy again,2023-09-28
2814,803,10,425,2,Will buy again,2020-02-15
2815,391,15,368,5,Too expensive,2022-02-05
2816,872,16,309,4,Poor quality,2021-02-14
2817,201,1,138,2,Will buy again,2021-07-18
2818,4,6,448,1,Poor quality,2022-08-30
2819,704,2,135,3,Will buy again,2023-09-02
2820,44,14,445,1,Poor quality,2023-05-23
2821,126,12,255,3,Will buy again,2022-01-13
2822,613,2,493,bad,Poor quality,2023-01-31
2823,156,19,331,bad,Will buy again,2020-12-26
2824,779,5,302,4,Great!,2077-03-22
2825,287,19,7,5,Great!,2022-12-11
2826,123,5,141,4,Great!,2020-12-31
2827,259,12,306,2,Will buy again,2023-07-06
2828,869,5,252,bad,Will buy again,2021-10-08
2829,426,16,482,bad,Great!,2068-04-09
2830,735,7,116,1,Too expensive,2022-11-09
2831,516,17,118,3,Too expensive,2022-02-03
2832,129,8,119,bad,Poor quality,2023-10-20
2833,135,5,395,3,Poor quality,2020-10-27
2834,508,5,374,4,Will buy again,2021-10-22
2835,223,14,319,bad,Will buy again,2022-07-06
2836,680,17,107,1,Poor quality,2020-10-20
2837,411,1,311,2,Poor quality,2021-03-18
2838,906,17,128,4,Great!,2020-06-30
2839,849,1,94,4,Too expensive,2021-03-29
2840,978,6,115,1,Too expensive,2022-06-27
2841,170,3,188,5,Poor quality,2021-01-27
2842,755,4,395,2,Great!,2021-01-27
2843,912,8,322,2,Will buy again,2022-09-07
2844,507,20,474,bad,Too expensive,2023-08-26
2845,370,13,368,3,Great!,2020-04-12
2846,945,5,179,1,Too expensive,2022-12-31
2847,6,15,262,5,Poor quality,2022-09-25
2848,749,1,360,5,Great!,2020-04-08
2849,563,20,313,5,Too expensive,2020-01-18
2850,525,2,153,3,Will buy again,2023-01-27
2851,229,3,165,4,Too expensive,2022-02-19
2852,261,6,259,bad,Great!,2020-01-28
2853,298,1,159,3,Too expensive,2021-07-12
2854,208,1,390,bad,Will buy again,2021-09-04
2855,511,4,499,4,Too expensive,2097-07-05
2856,197,12,350,2,Too expensive,2087-02-05
2857,621,14,291,1,Poor quality,2022-01-22
2858,786,15,188,4,Too expensive,2021-04-21
2859,36,13,203,4,Too expensive,2023-01-24
2860,681,13,2,1,Poor quality,2021-02-17
2861,533,16,289,4,Poor quality,2021-11-27
2862,380,5,340,2,Too expensive,2022-10-22
2863,452,18,27,3,Great!,2022-02-04
2864,620,1,52,4,Too expensive,2023-04-19
2865,753,11,129,4,Great!,2022-04-06
2866,672,16,453,3,Great!,2020-10-22
2867,405,18,94,bad,Great!,2022-09-02
2868,788,19,224,bad,Poor quality,2020-07-07
2869,957,10,453,bad,Great!,2022-04-12
2870,808,1,53,bad,Poor quality,2020-03-19
2871,87,19,111,1,Will buy again,2068-07-13
2872,860,20,374,bad,Too expensive,2021-09-14
2873,841,13,93,3,Great!,2023-03-21
2874,999,7,85,3,Great!,2021-04-08
2875,684,6,46,1,Great!,2022-03-17
2876,270,18,119,3,Too expensive,2023-06-13
2877,98,18,162,4,Poor quality,2020-03-03
2878,153,20,159,bad,Great!,2023-01-31
2879,247,18,250,2,Will buy again,2021-10-03
2880,314,10,182,3,Too expensive,2022-12-28
2881,76,11,445,3,Will buy again,2022-08-28
2882,497,14,487,5,Too expensive,2023-10-30
2883,879,16,223,1,Will buy again,2021-07-28
2884,837,18,224,2,Poor quality,2023-09-26
2885,96,19,437,3,Poor quality,2093-08-11
2886,499,5,292,bad,Great!,2021-06-03
2887,322,4,72,bad,Too expensive,2020-10-18
2888,456,9,448,1,Poor quality,2033-01-13
2889,454,19,58,5,Great!,2020-07-18
2890,384,17,276,4,Will buy again,2020-07-12
2891,692,11,8,2,Too expensive,2080-05-11
2892,199,6,83,bad,Will buy again,2023-07-01
2893,833,11,78,5,Too expensive,2023-01-18
2894,457,16,418,5,Will buy again,2020-08-09
2895,395,13,47,1,Will buy again,2075-07-06
2896,327,5,114,3,Too expensive,2020-06-09
2897,194,10,13,1,Great!,2022-10-10
2898,662,18,126,3,Poor quality,2039-10-14
2899,318,4,376,3,Too expensive,2020-05-22
2900,223,8,193,5,Great!,2021-12-01
2901,601,13,258,3,Poor quality,2069-06-20
2902,161,6,245,4,Poor quality,2023-09-10
2903,879,2,348,bad,Will buy again,2022-07-08
2904,290,18,286,bad,Too expensive,2020-11-01
2905,552,12,232,2,Will buy again,2020-01-23
2906,412,20,415,4,Great!,2023-05-06
2907,428,2,123,bad,Will buy again,2020-02-07
2908,783,8,3,5,Poor quality,2022-10-22
2909,723,3,391,5,Will buy again,2021-02-14
2910,333,2,219,3,Will buy again,2021-11-19
2911,395,15,349,5,Will buy again,2022-07-01
2912,774,17,180,2,Will buy again,2020-03-11
2913,231,13,495,4,Will buy again,2020-07-25
2914,705,12,99,3,Too expensive,2021-04-11
2915,67,2,7,4,Poor quality,2021-10-13
2916,624,12,20,4,Poor quality,2023-12-06
2917,466,15,139,2,Too expensive,2022-04-01
2918,30,1,10,3,Too expensive,2022-10-12
2919,17,19,311,4,Great!,2022-03-02
2920,897,19,405,bad,Too expensive,2020-05-21
2921,141,13,417,1,Too expensive,2023-04-21
2922,659,4,188,5,Poor quality,2022-06-01
2923,531,10,48,bad,Too expensive,2022-11-30
2924,139,12,364,4,Poor quality,2023-11-11
2925,776,15,456,1,Poor quality,2020-05-05
2926,336,6,139,bad,Too expensive,2020-02-02
2927,479,11,327,3,Will buy again,2021-10-03
2928,271,16,420,3,Will buy again,2023-11-17
2929,208,17,359,bad,Great!,2023-03-14
2930,792,16,69,4,Great!,2022-04-04
2931,949,14,42,4,Too expensive,2022-07-21
2932,751,1,231,2,Too expensive,2023-12-23
2933,360,16,488,3,Great!,2022-08-15
2934,311,16,245,bad,Will buy again,2021-07-20
2935,806,6,58,bad,Great!,2020-10-08
2936,121,2,29,2,Will buy again,2021-07-13
2937,750,5,121,3,Will buy again,2021-08-11
2938,718,5,499,2,Poor quality,2023-07-13
2939,202,8,352,4,Will buy again,2022-10-31
2940,446,18,224,4,Great!,2021-09-22
2941,327,16,63,5,Poor quality,2021-08-03
2942,210,15,495,5,Poor quality,2023-02-15
2943,536,15,394,4,Will buy again,2022-01-06
2944,918,10,474,2,Will buy again,2023-04-23
2945,710,11,463,3,Will buy again,2022-01-31
2946,213,3,139,bad,Too expensive,2023-09-04
2947,603,7,317,3,Too expensive,2023-08-31
2948,328,2,227,2,Will buy again,2021-03-25
2949,754,11,18,1,Great!,2023-11-15
2950,782,20,470,4,Great!,2020-01-28
2951,818,13,79,5,Poor quality,2062-08-20
2952,991,3,193,bad,Great!,2023-01-28
2953,24,2,61,2,Great!,2021-05-25
2954,2,6,53,4,Will buy again,2023-06-24
2955,440,12,335,4,Too expensive,2022-03-02
2956,299,14,430,3,Too expensive,2023-02-07
2957,144,9,343,5,Too expensive,2023-12-21
2958,499,20,409,5,Will buy again,2020-08-26
2959,463,15,115,4,Will buy again,2022-07-20
2960,686,13,62,3,Too expensive,2070-07-17
2961,934,4,238,4,Will buy again,2020-12-02
2962,576,14,9,4,Great!,2023-10-30
2963,813,16,380,3,Great!,2023-10-21
2964,137,10,443,4,Too expensive,2021-09-25
2965,636,1,177,3,Poor quality,2022-10-31
2966,598,5,204,1,Poor quality,2021-03-06
2967,782,2,176,4,Great!,2096-10-16
2968,187,9,130,bad,Poor quality,2020-09-02
2969,591,18,481,1,Will buy again,2044-04-08
2970,8,2,378,5,Will buy again,2021-10-15
2971,499,10,320,4,Too expensive,2061-04-15
2972,387,2,359,4,Poor quality,2020-05-11
2973,197,12,435,2,Too expensive,2020-07-23
2974,949,19,338,3,Poor quality,2021-09-30
2975,402,4,151,1,Will buy again,2055-00-01
2976,341,15,487,3,Great!,2020-03-16
2977,744,6,235,5,Great!,2022-06-05
2978,997,8,397,1,Poor quality,2022-01-11
2979,486,20,475,bad,Too expensive,2022-07-07
2980,532,17,408,5,Poor quality,2023-01-13
2981,112,15,412,bad,Will buy again,2023-11-24
2982,616,19,419,3,Will buy again,2020-08-04
2983,499,11,256,5,Too expensive,2020-09-10
2984,114,16,274,2,Will buy again,2023-01-16
2985,724,11,455,bad,Will buy again,2021-12-28
2986,869,19,393,1,Poor quality,2021-01-11
2987,510,1,74,2,Great!,2020-05-11
2988,589,20,8,3,Too expensive,2021-09-25
2989,527,19,128,2,Great!,2020-04-28
2990,466,10,244,1,Poor quality,2021-04-05
2991,732,20,379,1,Too expensive,2021-10-28
2992,493,20,315,1,Too expensive,2021-09-15
2993,603,8,161,bad,Poor quality,2020-06-01
2994,658,13,223,3,Poor quality,2022-01-13
2995,473,7,192,1,Great!,2020-03-27
2996,398,13,132,2,Too expensive,2021-12-11
2997,804,9,31,3,Will buy again,2022-04-07
2998,878,10,24,bad,Will buy again,2022-04-11
2999,380,2,337,3,Great!,2020-05-24
3000,99,1,254,2,Too expensive,2020-09-18
3001,221,5,126,5,Will buy again,2023-04-02
3002,386,8,397,4,Too expensive,2020-04-22
3003,584,7,321,3,Too expensive,2023-01-24
3004,335,7,130,1,Poor quality,2023-12-04
3005,155,5,108,bad,Poor quality,2023-09-08
3006,467,1,9,4,Poor quality,2023-11-03
3007,157,13,272,1,Will buy again,2020-01-17
3008,151,14,496,3,Will buy again,2022-10-18
3009,501,1,363,2,Great!,2020-10-23
3010,357,4,453,5,Will buy again,2021-12-10
3011,290,14,51,4,Too expensive,2021-06-24
3012,812,20,295,2,Poor quality,2078-02-02
3013,186,9,64,4,Great!,2020-08-14
3014,927,6,118,4,Too expensive,2021-01-24
3015,855,11,276,4,Poor quality,2020-06-26
3016,674,3,413,5,Poor quality,2021-04-04
3017,194,12,117,5,Too expensive,2021-08-27
3018,157,17,185,bad,Poor quality,2020-02-19
3019,246,8,75,bad,Will buy again,2020-08-31
3020,963,8,112,4,Will buy again,2096-00-16
3021,971,4,1,5,Too expensive,2022-04-21
3022,634,5,250,5,Too expensive,2023-08-03
3023,701,9,45,bad,Poor quality,2021-01-18
3024,29,7,271,4,Poor quality,2022-03-15
3025,824,16,298,2,Will buy again,2022-12-13
3026,669,16,87,3,Poor quality,2023-07-28
3027,585,4,138,4,Too expensive,2023-04-19
3028,599,12,173,2,Poor quality,2023-04-13
3029,477,14,341,3,Poor quality,2022-09-02
3030,808,1,359,2,Too expensive,2021-05-16
3031,756,13,265,1,Poor quality,2021-11-06
3032,231,14,321,3,Great!,2023-10-18
3033,684,18,245,3,Poor quality,2022-04-11
3034,345,1,491,2,Poor quality,2097-07-16
3035,526,20,440,bad,Will buy again,2022-05-28
3036,953,16,143,5,Great!,2023-10-24
3037,12,17,12,1,Will buy again,2020-02-20
3038,102,15,75,3,Poor quality,2020-04-25
3039,522,13,452,3,Will buy again,2023-05-02
3040,339,3,62,5,Poor quality,2021-12-22
3041,188,19,482,5,Too expensive,2046-08-06
3042,560,4,356,1,Poor quality,2022-03-17
3043,87,18,226,2,Too expensive,2021-08-07
3044,293,13,405,5,Great!,2020-02-04
3045,595,2,10,bad,Poor quality,2023-02-14
3046,257,13,66,bad,Poor quality,2021-07-03
3047,202,12,10,4,Great!,2023-08-23
3048,641,10,95,4,Will buy again,2020-10-28
3049,183,12,171,5,Will buy again,2023-01-04
3050,133,12,12,4,Too expensive,2020-03-18
3051,981,1,94,3,Great!,2022-01-28
3052,764,14,100,5,Will buy again,2020-05-04
3053,458,20,420,2,Will buy again,2021-10-22
3054,588,14,467,5,Poor quality,2022-04-20
3055,29,14,259,2,Will buy again,2021-07-07
3056,602,10,456,bad,Will buy again,2020-04-13
3057,27,20,65,1,Will buy again,2020-08-31
3058,312,18,161,3,Too expensive,2022-10-27
3059,721,17,185,bad,Will buy again,2020-10-02
3060,264,10,458,3,Too expensive,2020-04-12
3061,956,2,39,4,Will buy again,2023-01-27
3062,45,14,262,2,Great!,2020-05-04
3063,139,13,362,4,Will buy again,2068-08-25
3064,616,17,209,2,Poor quality,2022-08-28
3065,935,8,382,2,Poor quality,2020-08-24
3066,856,3,462,bad,Will buy again,2020-05-15
3067,779,3,48,5,Great!,2023-08-02
3068,702,4,30,bad,Great!,2022-01-21
3069,251,7,343,5,Great!,2020-01-01
3070,254,19,274,2,Poor quality,2022-04-19
3071,376,4,160,4,Poor quality,2020-02-04
3072,805,11,416,5,Poor quality,2043-02-13
3073,209,11,435,5,Too expensive,2022-07-05
3074,408,20,425,1,Too expensive,2020-12-30
3075,380,8,486,4,Too expensive,2020-08-16
3076,280,10,430,5,Will buy again,2085-07-26
3077,81,16,452,5,Will buy again,2092-05-21
3078,938,17,425,4,Too expensive,2021-08-26
3079,671,18,449,5,Poor quality,2022-08-09
3080,553,2,470,bad,Great!,2020-09-16
3081,428,11,23,2,Will buy again,2048-04-19
3082,417,8,196,4,Poor quality,2021-11-14
3083,317,15,12,2,Poor quality,2021-12-22
