payment_id,method,status,paid_at
24122,Cash,Completed,2022-02-18
24123,Card,Pending,2022-09-09
24124,Cash,Completed,2022-08-22
24125,Online,Completed,2022-09-23
24126,Online,Completed,2022-07-28
24127,Card,Pending,2022-12-08
24128,Cash,Pending,2022-01-25
24129,Card,Pending,2022-07-30
24130,Card,Completed,2022-07-07
24131,Cash,Completed,2022-02-05
24132,Cash,Completed,2022-06-18
24133,Cash,Completed,2022-05-13
24134,Card,Completed,2022-09-01
24135,Online,Completed,2022-11-29
24136,Card,Completed,2022-06-28
24137,Cash,Completed,2022-11-18
24138,Card,Completed,2022-11-30
24139,Cash,Completed,2022-05-06
24140,Online,Pending,2022-12-08
24141,Online,Pending,2022-11-10
24142,Online,Completed,2022-11-17
24143,Card,Pending,2022-01-12
24144,Online,Completed,2022-09-24
24145,Cash,Pending,2022-05-11
24146,Cash,Pending,2022-08-25
24147,Card,Pending,2022-01-04
24148,Cash,Pending,2022-04-10
24149,Card,Completed,2022-03-26
24150,Online,Pending,2022-04-10
24151,Card,Completed,2022-12-10
24152,Card,Completed,2022-09-30
24153,Online,Pending,2022-05-06
24154,Cash,Completed,2022-09-22
24155,Card,Pending,2022-11-23
24156,Cash,Pending,2022-01-06
24157,Cash,Completed,2022-02-19
24158,Cash,Completed,2022-10-05
24159,Card,Pending,2022-05-21
24160,Cash,Completed,2022-11-18
24161,Online,Pending,2022-09-17
24162,Card,Completed,2022-02-22
24163,Cash,Completed,2022-01-19
24164,Cash,Completed,2022-05-20
24165,Cash,Pending,2022-08-17
24166,Card,Pending,2022-12-02
24167,Card,Completed,2022-09-24
24168,Card,Pending,2022-09-22
24169,Cash,Pending,2022-12-18
24170,Online,Pending,2022-08-03
24171,Cash,Pending,2022-04-16
24172,Cash,Pending,2022-03-27
24173,Card,Pending,2022-01-04
24174,Cash,Pending,2022-05-21
24175,Online,Pending,2022-08-15
24176,Online,Completed,2022-04-24
24177,Card,Pending,2022-01-23
24178,Online,Completed,2022-11-21
24179,Card,Completed,2022-12-26
24180,Online,Completed,2022-02-07
24181,Cash,Pending,2022-04-10
24182,Online,Pending,2022-06-07
24183,Card,Pending,2022-07-11
24184,Card,Pending,2022-10-02
24185,Card,Completed,2022-04-16
24186,Cash,Pending,2022-12-03
24187,Card,Pending,2022-09-15
24188,Cash,Pending,2022-11-20
24189,Online,Pending,2022-04-09
24190,Card,Completed,2022-09-24
24191,Online,Pending,2022-04-04
24192,Online,Completed,2022-09-26
24193,Online,Pending,2022-03-01
24194,Online,Pending,2022-04-23
24195,Online,Completed,2022-04-17
24196,Card,Completed,2022-12-31
24197,Cash,Completed,2022-08-21
24198,Online,Pending,2022-12-11
24199,Online,Completed,2022-07-18
24200,Cash,Completed,2022-02-18
24201,Cash,Completed,2022-11-27
24202,Online,Pending,2022-03-23
24203,Online,Pending,2022-07-01
24204,Online,Pending,2022-10-03
24205,Card,Completed,2022-06-20
24206,Cash,Completed,2022-12-11
24207,Card,Pending,2022-10-09
24208,Card,Pending,2022-12-30
24209,Online,Completed,2022-07-20
24210,Online,Completed,2022-07-06
24211,Online,Pending,2022-05-19
24212,Online,Completed,2022-08-31
24213,Cash,Pending,2022-10-21
24214,Cash,Pending,2022-10-13
24215,Cash,Pending,2022-07-15
24216,Cash,Completed,2022-11-22
24217,Card,Completed,2022-09-08
24218,Card,Pending,2022-08-05
24219,Cash,Pending,2022-11-26
24220,Card,Pending,2022-01-28
24221,Online,Completed,2022-04-06
24222,Online,Completed,2022-12-25
24223,Online,Pending,2022-11-20
24224,Cash,Pending,2022-01-03
24225,Card,Completed,2022-06-08
24226,Cash,Pending,2022-01-09
24227,Card,Completed,2022-05-10
24228,Online,Completed,2022-10-15
24229,Online,Completed,2022-03-08
24230,Online,Completed,2022-04-26
24231,Online,Completed,2022-07-28
24232,Online,Completed,2022-04-01
24233,Online,Completed,2022-11-12
24234,Card,Pending,2022-05-11
24235,Online,Pending,2022-12-31
24236,Cash,Completed,2022-05-08
24237,Card,Pending,2022-07-15
24238,Online,Completed,2022-11-09
24239,Card,Completed,2022-06-24
24240,Cash,Completed,2022-06-20
24241,Cash,Pending,2022-11-15
24242,Cash,Completed,2022-11-27
24243,Cash,Pending,2022-06-23
24244,Card,Pending,2022-08-21
24245,Cash,Pending,2022-06-30
24246,Online,Completed,2022-01-10
24247,Online,Completed,2022-02-09
24248,Card,Completed,2022-04-21
24249,Card,Completed,2022-04-15
24250,Card,Pending,2022-01-27
24251,Online,Pending,2022-05-08
24252,Cash,Completed,2022-05-11
24253,Online,Pending,2022-08-17
24254,Cash,Pending,2022-07-21
24255,Cash,Pending,2022-04-15
24256,Online,Pending,2022-06-08
24257,Card,Completed,2022-09-19
24258,Online,Pending,2022-11-09
24259,Cash,Completed,2022-04-29
24260,Online,Pending,2022-05-01
24261,Cash,Pending,2022-06-14
24262,Card,Pending,2022-12-19
24263,Card,Completed,2022-06-07
24264,Card,Completed,2022-01-25
24265,Card,Pending,2022-02-28
24266,Card,Pending,2022-04-06
24267,Online,Pending,2022-09-03
24268,Online,Pending,2022-10-13
24269,Online,Pending,2022-10-27
24270,Cash,Pending,2022-11-19
24271,Online,Completed,2022-12-06
24272,Online,Completed,2022-05-13
24273,Cash,Completed,2022-01-01
24274,Card,Pending,2022-11-27
24275,Card,Pending,2022-05-14
24276,Online,Pending,2022-03-19
24277,Card,Pending,2022-08-18
24278,Online,Completed,2022-08-03
24279,Card,Pending,2022-08-18
24280,Cash,Completed,2022-05-04
24281,Cash,Pending,2022-01-07
24282,Card,Pending,2022-06-15
24283,Online,Pending,2022-05-07
24284,Cash,Completed,2022-10-17
24285,Cash,Pending,2022-02-13
24286,Cash,Completed,2022-03-29
24287,Cash,Pending,2022-05-25
24288,Card,Pending,2022-01-27
24289,Online,Pending,2022-12-24
24290,Cash,Completed,2022-07-30
24291,Online,Pending,2022-06-01
24292,Online,Pending,2022-07-01
24293,Card,Pending,2022-11-07
24294,Card,Completed,2022-03-09
24295,Card,Completed,2022-07-06
24296,Online,Pending,2022-10-30
24297,Online,Pending,2022-11-24
24298,Cash,Completed,2022-08-30
24299,Card,Pending,2022-09-15
24300,Card,Pending,2022-12-21
24301,Card,Completed,2022-06-13
24302,Cash,Pending,2022-04-17
24303,Cash,Pending,2022-12-04
24304,Online,Completed,2022-09-03
24305,Card,Pending,2022-08-23
24306,Card,Pending,2022-11-06
24307,Card,Completed,2022-09-22
24308,Card,Pending,2022-09-09
24309,Cash,Completed,2022-01-17
24310,Online,Completed,2022-09-13
24311,Cash,Pending,2022-08-31
24312,Card,Pending,2022-11-28
24313,Card,Pending,2022-07-14
24314,Cash,Completed,2022-01-24
24315,Card,Pending,2022-09-28
24316,Online,Pending,2022-04-08
24317,Cash,Completed,2022-11-07
24318,Card,Completed,2022-09-13
24319,Cash,Pending,2022-08-04
24320,Online,Completed,2022-12-07
24321,Online,Pending,2022-11-02
24322,Cash,Completed,2022-02-08
24323,Card,Completed,2022-06-21
24324,Card,Completed,2022-07-02
24325,Online,Completed,2022-01-14
24326,Online,Pending,2022-09-13
24327,Online,Completed,2022-10-16
24328,Online,Completed,2022-10-11
24329,Card,Pending,2022-12-03
24330,Cash,Pending,2022-02-06
24331,Online,Completed,2022-05-07
24332,Card,Pending,2022-07-01
24333,Cash,Completed,2022-04-21
24334,Cash,Pending,2022-02-28
24335,Online,Pending,2022-11-23
24336,Card,Completed,2022-01-05
24337,Online,Pending,2022-03-02
24338,Cash,Pending,2022-03-16
24339,Cash,Completed,2022-04-02
24340,Card,Pending,2022-05-24
24341,Online,Pending,2022-12-09
24342,Online,Pending,2022-06-02
24343,Online,Pending,2022-04-11
24344,Online,Pending,2022-02-04
24345,Cash,Pending,2022-01-17
24346,Online,Pending,2022-05-14
24347,Card,Pending,2022-10-22
24348,Cash,Pending,2022-02-28
24349,Cash,Pending,2022-05-01
24350,Online,Pending,2022-03-26
24351,Cash,Completed,2022-12-15
24352,Cash,Completed,2022-02-07
24353,Online,Completed,2022-07-04
24354,Cash,Pending,2022-11-19
24355,Card,Completed,2022-11-14
24356,Online,Pending,2022-10-28
24357,Cash,Pending,2022-05-30
24358,Cash,Completed,2022-07-26
24359,Online,Completed,2022-09-02
24360,Cash,Completed,2022-09-18
24361,Card,Pending,2022-05-23
24362,Card,Pending,2022-09-20
24363,Cash,Pending,2022-02-10
24364,Card,Pending,2022-11-04
24365,Cash,Pending,2022-11-16
24366,Card,Completed,2022-06-02
24367,Card,Pending,2022-03-05
24368,Online,Pending,2022-06-01
24369,Cash,Completed,2022-12-22
24370,Cash,Completed,2022-04-20
24371,Cash,Completed,2022-04-08
24372,Cash,Pending,2022-07-14
24373,Online,Pending,2022-04-15
24374,Card,Completed,2022-10-06
24375,Card,Completed,2022-10-19
24376,Online,Pending,2022-05-06
24377,Cash,Pending,2022-01-03
24378,Online,Pending,2022-11-11
24379,Online,Completed,2022-09-25
24380,Card,Pending,2022-09-16
24381,Online,Completed,2022-05-27
24382,Online,Completed,2022-02-21
24383,Cash,Pending,2022-11-29
24384,Card,Completed,2022-05-29
24385,Card,Completed,2022-06-14
24386,Cash,Pending,2022-08-28
24387,Card,Pending,2022-03-17
24388,Cash,Completed,2022-04-07
24389,Cash,Pending,2022-06-14
24390,Cash,Pending,2022-01-31
24391,Cash,Pending,2022-03-28
24392,Online,Pending,2022-08-23
24393,Online,Pending,2022-09-22
24394,Cash,Completed,2022-12-18
24395,Online,Completed,2022-10-29
24396,Online,Completed,2022-05-02
24397,Cash,Completed,2022-02-13
24398,Cash,Pending,2022-04-02
24399,Cash,Pending,2022-06-24
24400,Online,Pending,2022-05-22
24401,Cash,Completed,2022-08-06
24402,Cash,Pending,2022-08-18
24403,Card,Pending,2022-03-25
24404,Cash,Completed,2022-11-07
24405,Cash,Completed,2022-06-11
24406,Card,Completed,2022-11-22
24407,Card,Pending,2022-08-11
24408,Card,Pending,2022-03-18
24409,Online,Pending,2022-05-21
24410,Online,Completed,2022-02-19
24411,Cash,Pending,2022-08-30
24412,Card,Pending,2022-06-02
24413,Online,Completed,2022-10-17
24414,Online,Completed,2022-04-24
24415,Card,Pending,2022-02-05
24416,Cash,Pending,2022-01-15
24417,Cash,Completed,2022-07-15
24418,Online,Pending,2022-07-29
24419,Cash,Pending,2022-02-17
24420,Card,Completed,2022-10-14
24421,Cash,Pending,2022-02-20
24422,Online,Pending,2022-10-12
24423,Cash,Pending,2022-08-27
24424,Online,Completed,2022-04-09
24425,Online,Completed,2022-06-22
24426,Cash,Completed,2022-05-11
24427,Online,Completed,2022-05-06
24428,Online,Completed,2022-04-24
24429,Card,Pending,2022-04-23
24430,Cash,Completed,2022-04-30
24431,Card,Completed,2022-03-28
24432,Cash,Completed,2022-11-18
24433,Cash,Pending,2022-02-06
24434,Card,Pending,2022-07-14
24435,Cash,Pending,2022-08-16
24436,Cash,Completed,2022-10-19
24437,Card,Completed,2022-01-09
24438,Online,Completed,2022-04-14
24439,Online,Completed,2022-04-14
24440,Card,Completed,2022-01-23
24441,Online,Completed,2022-10-03
24442,Cash,Pending,2022-03-19
24443,Cash,Completed,2022-07-12
24444,Online,Pending,2022-12-28
24445,Card,Completed,2022-09-17
24446,Online,Pending,2022-09-28
24447,Cash,Pending,2022-10-06
24448,Card,Completed,2022-02-03
24449,Cash,Pending,2022-01-10
24450,Card,Pending,2022-09-05
24451,Online,Pending,2022-06-06
24452,Card,Completed,2022-11-27
24453,Card,Pending,2022-09-18
24454,Cash,Pending,2022-02-04
24455,Card,Pending,2022-11-24
24456,Online,Pending,2022-09-03
24457,Online,Completed,2022-09-30
24458,Card,Completed,2022-01-24
24459,Cash,Completed,2022-07-19
24460,Online,Pending,2022-02-09
24461,Cash,Pending,2022-03-15
24462,Card,Pending,2022-11-11
24463,Online,Completed,2022-11-01
24464,Cash,Completed,2022-02-04
24465,Online,Completed,2022-10-26
24466,Card,Completed,2022-05-05
24467,Card,Completed,2022-04-11
24468,Online,Completed,2022-02-20
24469,Card,Completed,2022-05-01
24470,Online,Completed,2022-05-01
24471,Card,Completed,2022-05-24
24472,Cash,Completed,2022-01-18
24473,Online,Completed,2022-06-04
24474,Cash,Completed,2022-12-31
24475,Cash,Completed,2022-11-26
24476,Cash,Pending,2022-02-09
24477,Cash,Pending,2022-01-23
24478,Cash,Pending,2022-08-01
24479,Online,Completed,2022-12-21
24480,Card,Completed,2022-05-04
24481,Card,Completed,2022-02-04
24482,Card,Completed,2022-12-20
24483,Card,Completed,2022-01-13
24484,Card,Pending,2022-08-27
24485,Cash,Completed,2022-10-23
24486,Cash,Completed,2022-05-15
24487,Cash,Pending,2022-12-02
24488,Online,Pending,2022-04-18
24489,Online,Pending,2022-05-25
24490,Cash,Completed,2022-03-12
24491,Cash,Completed,2022-05-02
24492,Card,Completed,2022-12-10
24493,Online,Completed,2022-09-25
24494,Cash,Completed,2022-05-21
24495,Cash,Completed,2022-06-26
24496,Cash,Pending,2022-02-09
24497,Cash,Completed,2022-09-16
24498,Online,Pending,2022-02-12
24499,Cash,Completed,2022-02-07
24500,Cash,Pending,2022-05-14
24501,Cash,Completed,2022-01-13
24502,Cash,Completed,2022-05-31
24503,Card,Pending,2022-11-15
24504,Card,Completed,2022-03-04
24505,Online,Pending,2022-01-10
24506,Online,Pending,2022-05-04
24507,Card,Pending,2022-10-17
24508,Cash,Completed,2022-08-04
24509,Online,Completed,2022-03-03
24510,Online,Pending,2022-06-29
24511,Online,Completed,2022-07-31
24512,Card,Pending,2022-08-21
24513,Cash,Pending,2022-11-24
24514,Card,Pending,2022-09-26
24515,Card,Pending,2022-06-30
24516,Card,Completed,2022-06-17
24517,Card,Completed,2022-08-19
24518,Online,Completed,2022-04-04
24519,Online,Pending,2022-05-16
24520,Online,Completed,2022-07-21
24521,Card,Completed,2022-10-04
24522,Online,Pending,2022-10-06
24523,Online,Completed,2022-06-22
24524,Online,Pending,2022-04-03
24525,Card,Completed,2022-02-07
24526,Card,Completed,2022-01-21
24527,Cash,Pending,2022-07-19
24528,Cash,Completed,2022-08-31
24529,Card,Completed,2022-05-03
24530,Cash,Pending,2022-08-21
24531,Cash,Completed,2022-03-11
24532,Cash,Pending,2022-07-16
24533,Cash,Completed,2022-04-26
24534,Cash,Completed,2022-03-23
24535,Online,Completed,2022-12-19
24536,Cash,Pending,2022-03-09
24537,Cash,Pending,2022-07-01
24538,Cash,Pending,2022-05-30
24539,Card,Completed,2022-04-25
24540,Online,Pending,2022-06-11
24541,Cash,Completed,2022-07-07
24542,Cash,Pending,2022-09-29
24543,Card,Pending,2022-03-25
24544,Cash,Completed,2022-07-08
24545,Card,Pending,2022-08-29
24546,Cash,Completed,2022-01-30
24547,Online,Pending,2022-01-21
24548,Card,Pending,2022-03-03
24549,Online,Completed,2022-10-15
24550,Online,Completed,2022-02-01
24551,Online,Completed,2022-08-24
24552,Cash,Completed,2022-08-02
24553,Online,Pending,2022-04-22
24554,Online,Pending,2022-12-07
24555,Card,Completed,2022-12-11
24556,Cash,Pending,2022-04-24
24557,Cash,Completed,2022-09-20
24558,Card,Completed,2022-05-21
24559,Card,Completed,2022-03-15
24560,Online,Pending,2022-06-24
24561,Card,Pending,2022-09-29
24562,Card,Completed,2022-02-12
24563,Online,Completed,2022-01-14
24564,Online,Completed,2022-03-27
24565,Card,Pending,2022-05-30
24566,Cash,Completed,2022-01-28
24567,Card,Completed,2022-09-20
24568,Card,Pending,2022-08-23
24569,Cash,Pending,2022-07-14
24570,Online,Pending,2022-03-12
24571,Online,Pending,2022-04-23
24572,Cash,Pending,2022-06-22
24573,Online,Pending,2022-02-17
24574,Card,Completed,2022-12-07
24575,Card,Completed,2022-06-11
24576,Online,Completed,2022-05-26
24577,Cash,Completed,2022-01-07
24578,Cash,Completed,2022-12-12
24579,Card,Completed,2022-11-14
24580,Card,Pending,2022-08-14
24581,Card,Pending,2022-07-30
24582,Card,Pending,2022-09-17
24583,Card,Pending,2022-01-11
24584,Cash,Completed,2022-07-20
24585,Online,Pending,2022-10-18
24586,Cash,Completed,2022-04-06
24587,Cash,Pending,2022-11-21
24588,Online,Pending,2022-03-31
24589,Cash,Pending,2022-10-04
24590,Online,Pending,2022-01-26
24591,Cash,Completed,2022-01-05
24592,Card,Completed,2022-09-02
24593,Card,Pending,2022-10-28
24594,Online,Completed,2022-04-12
24595,Online,Completed,2022-02-24
24596,Card,Pending,2022-06-18
24597,Cash,Pending,2022-11-07
24598,Online,Completed,2022-08-09
24599,Card,Pending,2022-06-22
24600,Online,Pending,2022-08-22
24601,Cash,Completed,2022-09-17
24602,Cash,Completed,2022-08-10
24603,Cash,Pending,2022-01-11
24604,Card,Completed,2022-06-28
24605,Cash,Pending,2022-04-22
24606,Cash,Pending,2022-04-03
24607,Cash,Pending,2022-01-06
24608,Card,Pending,2022-03-28
24609,Card,Pending,2022-07-30
24610,Card,Completed,2022-09-13
24611,Online,Completed,2022-09-01
24612,Cash,Completed,2022-05-09
24613,Online,Pending,2022-05-03
24614,Online,Completed,2022-04-04
24615,Card,Completed,2022-03-20
24616,Cash,Completed,2022-05-17
24617,Cash,Pending,2022-07-06
24618,Online,Completed,2022-02-02
24619,Card,Pending,2022-04-17
24620,Cash,Completed,2022-03-26
24621,Card,Pending,2022-10-06
24622,Cash,Pending,2022-12-23
24623,Online,Pending,2022-09-16
24624,Cash,Pending,2022-11-18
24625,Cash,Completed,2022-03-28
24626,Cash,Completed,2022-03-09
24627,Cash,Pending,2022-05-28
24628,Online,Pending,2022-04-22
24629,Online,Pending,2022-09-30
24630,Online,Completed,2022-10-05
24631,Cash,Pending,2022-03-08
24632,Cash,Completed,2022-10-22
24633,Card,Completed,2022-06-01
24634,Card,Pending,2022-01-24
24635,Online,Completed,2022-09-22
24636,Online,Pending,2022-06-15
24637,Cash,Completed,2022-04-24
24638,Card,Pending,2022-07-21
24639,Card,Completed,2022-04-22
24640,Card,Completed,2022-04-13
24641,Cash,Completed,2022-07-28
24642,Card,Completed,2022-02-13
24643,Cash,Completed,2022-08-04
24644,Card,Pending,2022-10-13
24645,Card,Pending,2022-12-05
24646,Card,Pending,2022-03-20
24647,Online,Completed,2022-09-11
24648,Cash,Pending,2022-07-28
24649,Cash,Pending,2022-10-06
24650,Card,Completed,2022-11-26
24651,Card,Pending,2022-03-19
24652,Cash,Pending,2022-03-27
24653,Online,Completed,2022-11-22
24654,Cash,Completed,2022-08-31
24655,Cash,Completed,2022-06-09
24656,Cash,Completed,2022-01-06
24657,Card,Completed,2022-11-10
24658,Cash,Completed,2022-02-02
24659,Card,Completed,2022-12-23
24660,Card,Pending,2022-08-19
24661,Card,Completed,2022-01-20
24662,Card,Completed,2022-12-01
24663,Card,Completed,2022-08-01
24664,Cash,Pending,2022-12-24
24665,Online,Completed,2022-08-13
24666,Online,Completed,2022-08-09
24667,Card,Completed,2022-05-05
24668,Online,Completed,2022-05-10
24669,Online,Completed,2022-02-16
24670,Cash,Completed,2022-12-04
24671,Card,Completed,2022-09-09
24672,Card,Pending,2022-09-21
24673,Card,Pending,2022-01-03
24674,Cash,Completed,2022-02-25
24675,Card,Pending,2022-10-10
24676,Online,Completed,2022-05-23
24677,Card,Completed,2022-11-08
24678,Online,Completed,2022-09-18
24679,Card,Pending,2022-12-02
24680,Card,Completed,2022-06-03
24681,Card,Completed,2022-09-23
24682,Card,Pending,2022-01-15
24683,Online,Completed,2022-02-14
24684,Online,Pending,2022-05-12
24685,Card,Pending,2022-09-06
24686,Cash,Completed,2022-05-08
24687,Online,Completed,2022-08-05
24688,Online,Completed,2022-10-31
24689,Card,Completed,2022-11-05
24690,Cash,Pending,2022-07-05
24691,Card,Pending,2022-12-10
24692,Card,Completed,2022-07-04
24693,Online,Completed,2022-02-20
24694,Online,Completed,2022-06-25
24695,Cash,Completed,2022-09-22
24696,Online,Completed,2022-12-01
24697,Cash,Completed,2022-06-05
24698,Online,Pending,2022-03-16
24699,Online,Completed,2022-08-08
24700,Online,Pending,2022-07-03
24701,Card,Pending,2022-04-22
24702,Cash,Completed,2022-04-22
24703,Card,Completed,2022-10-22
24704,Online,Pending,2022-06-22
24705,Online,Pending,2022-12-23
24706,Cash,Pending,2022-04-21
24707,Card,Pending,2022-01-28
24708,Cash,Completed,2022-05-26
24709,Online,Completed,2022-06-05
24710,Online,Pending,2022-09-16
24711,Cash,Completed,2022-06-28
24712,Card,Pending,2022-01-13
24713,Card,Pending,2022-08-25
24714,Online,Pending,2022-08-09
24715,Online,Completed,2022-04-27
24716,Card,Pending,2022-11-30
24717,Cash,Completed,2022-09-18
24718,Card,Pending,2022-08-18
24719,Cash,Pending,2022-03-27
24720,Online,Pending,2022-01-19
24721,Online,Completed,2022-11-19
24722,Cash,Completed,2022-08-14
24723,Cash,Pending,2022-03-27
24724,Cash,Pending,2022-10-08
24725,Online,Pending,2022-10-11
24726,Card,Pending,2022-11-09
24727,Online,Completed,2022-11-12
24728,Cash,Pending,2022-11-28
24729,Online,Completed,2022-05-06
24730,Cash,Completed,2022-07-30
24731,Online,Completed,2022-04-16
24732,Cash,Pending,2022-05-27
24733,Online,Pending,2022-01-03
24734,Card,Pending,2022-07-08
24735,Online,Completed,2022-01-15
24736,Online,Completed,2022-05-23
24737,Online,Completed,2022-12-22
24738,Card,Completed,2022-08-29
24739,Card,Completed,2022-12-03
24740,Online,Pending,2022-06-06
24741,Card,Completed,2022-05-16
24742,Online,Pending,2022-09-27
24743,Card,Completed,2022-05-15
24744,Card,Completed,2022-04-06
24745,Card,Completed,2022-01-05
24746,Cash,Pending,2022-06-04
24747,Online,Pending,2022-05-14
24748,Cash,Pending,2022-10-18
24749,Online,Pending,2022-05-05
24750,Online,Pending,2022-06-18
24751,Cash,Pending,2022-05-17
24752,Cash,Pending,2022-11-26
24753,Card,Completed,2022-11-19
24754,Card,Pending,2022-05-24
24755,Cash,Pending,2022-12-15
24756,Card,Completed,2022-12-20
24757,Card,Completed,2022-06-26
24758,Cash,Pending,2022-10-08
24759,Card,Completed,2022-07-16
24760,Card,Pending,2022-10-24
24761,Online,Pending,2022-06-17
24762,Card,Completed,2022-10-16
24763,Card,Completed,2022-07-15
24764,Card,Pending,2022-01-04
24765,Card,Completed,2022-10-09
24766,Card,Pending,2022-08-29
24767,Card,Pending,2022-08-20
24768,Cash,Completed,2022-10-28
24769,Cash,Completed,2022-10-14
24770,Cash,Pending,2022-03-07
24771,Card,Completed,2022-06-30
24772,Card,Pending,2022-10-12
24773,Online,Pending,2022-11-30
24774,Cash,Pending,2022-09-10
24775,Online,Pending,2022-06-13
24776,Card,Completed,2022-07-26
24777,Cash,Pending,2022-06-06
24778,Card,Pending,2022-02-21
24779,Cash,Completed,2022-11-13
24780,Card,Completed,2022-03-10
24781,Cash,Completed,2022-03-27
24782,Online,Pending,2022-12-24
24783,Online,Completed,2022-05-13
24784,Cash,Pending,2022-05-11
24785,Online,Pending,2022-08-02
24786,Card,Completed,2022-11-23
24787,Cash,Pending,2022-08-15
24788,Card,Pending,2022-05-31
24789,Cash,Pending,2022-03-04
24790,Online,Pending,2022-09-04
24791,Cash,Pending,2022-07-12
24792,Cash,Pending,2022-07-17
24793,Cash,Pending,2022-08-31
24794,Online,Pending,2022-06-17
24795,Online,Completed,2022-07-19
24796,Card,Pending,2022-03-06
24797,Cash,Pending,2022-11-23
24798,Card,Pending,2022-11-26
24799,Cash,Pending,2022-10-30
24800,Online,Completed,2022-05-06
24801,Cash,Completed,2022-07-16
24802,Online,Pending,2022-06-05
24803,Cash,Completed,2022-10-13
24804,Online,Completed,2022-11-04
24805,Online,Completed,2022-04-28
24806,Card,Completed,2022-02-02
24807,Online,Pending,2022-10-22
24808,Cash,Pending,2022-07-15
24809,Online,Completed,2022-01-27
24810,Card,Completed,2022-10-27
24811,Online,Pending,2022-08-18
24812,Card,Completed,2022-02-16
24813,Card,Completed,2022-01-20
24814,Online,Completed,2022-03-11
24815,Online,Completed,2022-02-26
24816,Card,Pending,2022-11-18
24817,Online,Pending,2022-10-07
24818,Online,Pending,2022-04-27
24819,Cash,Pending,2022-03-13
24820,Card,Pending,2022-03-02
24821,Online,Pending,2022-10-27
24822,Card,Completed,2022-10-20
24823,Cash,Pending,2022-07-15
24824,Card,Completed,2022-06-09
24825,Card,Pending,2022-06-16
24826,Card,Completed,2022-02-17
24827,Card,Pending,2022-01-13
24828,Cash,Pending,2022-05-05
24829,Cash,Completed,2022-07-31
24830,Online,Completed,2022-12-17
24831,Card,Pending,2022-01-11
24832,Online,Pending,2022-12-14
24833,Online,Pending,2022-06-06
24834,Card,Completed,2022-03-03
24835,Cash,Pending,2022-07-16
24836,Card,Pending,2022-01-01
24837,Cash,Pending,2022-05-18
24838,Online,Pending,2022-03-03
24839,Online,Completed,2022-02-23
24840,Card,Pending,2022-08-28
24841,Card,Pending,2022-02-08
24842,Card,Pending,2022-11-10
24843,Cash,Completed,2022-03-20
24844,Card,Completed,2022-03-23
24845,Online,Pending,2022-12-02
24846,Cash,Completed,2022-12-22
24847,Card,Pending,2022-04-10
24848,Cash,Pending,2022-05-05
24849,Online,Completed,2022-06-19
24850,Card,Completed,2022-04-21
24851,Cash,Pending,2022-10-15
24852,Online,Pending,2022-01-18
24853,Cash,Pending,2022-03-28
24854,Online,Completed,2022-03-18
24855,Card,Pending,2022-11-19
24856,Online,Pending,2022-06-11
24857,Card,Completed,2022-12-08
24858,Online,Pending,2022-11-19
24859,Cash,Completed,2022-08-16
24860,Online,Pending,2022-10-28
24861,Card,Completed,2022-01-14
24862,Card,Completed,2022-04-02
24863,Online,Completed,2022-07-29
24864,Card,Pending,2022-01-27
24865,Cash,Pending,2022-07-03
24866,Online,Pending,2022-11-24
24867,Cash,Completed,2022-09-14
24868,Online,Pending,2022-05-16
24869,Cash,Completed,2022-10-20
24870,Card,Pending,2022-02-18
24871,Card,Pending,2022-08-21
24872,Cash,Completed,2022-09-05
24873,Card,Pending,2022-01-13
24874,Card,Pending,2022-07-01
24875,Online,Pending,2022-06-29
24876,Card,Pending,2022-04-16
24877,Cash,Completed,2022-06-04
24878,Cash,Completed,2022-12-09
24879,Cash,Pending,2022-05-01
24880,Cash,Pending,2022-02-27
24881,Cash,Completed,2022-01-24
24882,Card,Completed,2022-06-10
24883,Card,Pending,2022-07-09
24884,Cash,Completed,2022-05-15
24885,Cash,Pending,2022-05-24
24886,Cash,Pending,2022-12-26
24887,Card,Completed,2022-03-17
24888,Cash,Pending,2022-07-11
24889,Card,Completed,2022-12-31
24890,Cash,Completed,2022-07-01
24891,Cash,Pending,2022-11-20
24892,Cash,Completed,2022-06-03
24893,Online,Pending,2022-05-20
24894,Cash,Completed,2022-03-24
24895,Card,Pending,2022-01-28
24896,Cash,Completed,2022-08-14
24897,Cash,Completed,2022-07-02
24898,Online,Completed,2022-01-17
24899,Online,Pending,2022-01-19
24900,Online,Completed,2022-06-09
24901,Online,Pending,2022-09-30
24902,Online,Completed,2022-04-22
24903,Card,Pending,2022-10-31
24904,Cash,Completed,2022-06-13
24905,Card,Pending,2022-07-12
24906,Cash,Pending,2022-12-07
24907,Card,Completed,2022-05-31
24908,Cash,Pending,2022-01-29
24909,Card,Completed,2022-05-16
24910,Cash,Completed,2022-08-24
24911,Online,Completed,2022-03-09
24912,Card,Completed,2022-03-17
24913,Online,Completed,2022-06-01
24914,Cash,Pending,2022-01-10
24915,Online,Completed,2022-11-30
24916,Online,Completed,2022-11-16
24917,Card,Pending,2022-08-17
24918,Online,Pending,2022-03-24
24919,Cash,Completed,2022-12-09
24920,Card,Pending,2022-03-10
24921,Card,Pending,2022-04-25
24922,Cash,Pending,2022-12-10
24923,Online,Completed,2022-10-06
24924,Card,Pending,2022-02-24
24925,Card,Pending,2022-06-08
24926,Cash,Pending,2022-08-13
24927,Cash,Pending,2022-06-28
