movement_id,product_id,store_id,movement_type,quantity,movement_date
4926,321,15,TRANSFER,5,2061-09-26
4927,38,4,TRANSFER,56,2021-01-09
4928,325,1,OUT,57,2023-11-30
4929,321,4,OUT,37,2020-07-27
4930,253,9,IN,52,2021-01-29
4931,305,19,IN,70,2023-09-18
4932,34,19,OUT,38,2023-05-10
4933,286,9,IN,28,2022-10-03
4934,40,4,OUT,79,2022-01-26
4935,411,10,OUT,3,2021-08-14
4936,366,17,OUT,46,2022-03-31
4937,278,20,IN,19,2021-02-21
4938,403,13,OUT,86,2022-11-16
4939,184,7,IN,84,2022-09-23
4940,476,7,IN,49,2020-10-19
4941,324,18,IN,48,2020-01-08
4942,308,1,OUT,81,2022-02-07
4943,65,12,TRANSFER,unknown,2021-06-17
4944,298,4,IN,44,2021-03-05
4945,175,2,TRANSFER,39,2021-12-22
4946,471,4,OUT,94,2020-10-16
4947,259,9,TRANSFER,unknown,2020-07-13
4948,24,19,TRANSFER,68,2023-04-09
4949,1,20,TRANSFER,20,2023-11-16
4950,87,7,TRANSFER,15,2020-05-21
4951,43,1,OUT,74,2020-05-24
4952,224,2,TRANSFER,58,2021-10-01
4953,388,1,IN,94,2023-10-09
4954,273,20,IN,60,2023-12-12
4955,56,10,OUT,89,2020-03-09
4956,21,5,IN,72,2021-03-06
4957,61,1,TRANSFER,41,2022-06-17
4958,68,20,OUT,91,2023-09-26
4959,204,1,IN,86,2020-05-01
4960,18,9,IN,99,2022-06-11
4961,307,12,IN,94,2100-08-28
4962,478,19,TRANSFER,97,2023-10-24
4963,306,4,IN,7,2022-12-27
4964,426,19,IN,15,2021-09-20
4965,140,3,IN,75,2022-07-07
4966,189,20,OUT,8,2022-09-26
4967,486,4,TRANSFER,68,2023-11-27
4968,311,20,IN,94,2023-11-24
4969,66,20,OUT,3,2021-03-30
4970,458,10,OUT,26,2022-09-15
4971,93,20,OUT,18,2022-02-02
4972,95,18,IN,37,2021-04-30
4973,403,19,IN,19,2022-03-13
4974,302,9,TRANSFER,55,2023-08-03
4975,465,10,TRANSFER,41,2021-06-22
4976,189,17,OUT,25,2022-12-27
4977,11,5,IN,30,2021-05-18
4978,51,11,OUT,78,2023-12-20
4979,274,9,IN,70,2020-03-07
4980,165,9,OUT,16,2021-09-03
4981,215,6,TRANSFER,55,2100-10-19
4982,239,2,OUT,unknown,2078-04-18
4983,279,4,TRANSFER,unknown,2020-05-26
4984,226,8,TRANSFER,47,2021-02-16
4985,316,16,OUT,99,2020-12-13
4986,357,7,IN,24,2021-06-29
4987,32,14,IN,72,2021-12-09
4988,64,14,OUT,16,2021-09-28
4989,438,15,IN,55,2021-11-18
4990,206,11,IN,91,2023-08-08
4991,285,13,OUT,67,2022-02-10
4992,265,9,IN,82,2021-05-15
4993,358,10,OUT,5,2022-09-22
4994,384,5,OUT,5,2021-05-10
4995,360,5,TRANSFER,77,2020-10-17
4996,358,17,TRANSFER,unknown,2022-02-15
4997,98,10,TRANSFER,23,2022-01-26
4998,95,2,OUT,83,2023-01-25
4999,288,16,TRANSFER,94,2022-12-01
5000,191,4,IN,67,2020-12-15
5001,173,9,TRANSFER,93,2023-12-29
5002,20,7,IN,69,2023-11-23
5003,276,19,IN,unknown,2023-03-27
5004,137,11,TRANSFER,32,2022-03-25
5005,181,14,TRANSFER,60,2021-06-10
5006,186,16,OUT,59,2020-07-05
5007,401,14,OUT,28,2020-02-15
5008,108,14,TRANSFER,9,2044-05-26
5009,276,7,IN,95,2020-12-12
5010,477,14,IN,63,2021-10-06
5011,103,3,TRANSFER,37,2059-03-26
5012,278,2,OUT,58,2023-07-16
5013,145,6,TRANSFER,89,2022-10-15
5014,421,19,OUT,unknown,2022-07-30
5015,116,5,TRANSFER,20,2020-09-26
5016,203,6,TRANSFER,69,2050-04-13
5017,416,16,OUT,24,2020-08-08
5018,217,4,TRANSFER,96,2021-08-25
5019,490,20,IN,47,2021-09-08
5020,211,4,OUT,96,2039-00-03
5021,449,1,OUT,24,2069-03-15
5022,84,13,IN,23,2022-03-28
5023,449,5,TRANSFER,99,2023-03-12
5024,367,9,OUT,2,2023-07-21
5025,48,19,TRANSFER,67,2022-01-04
5026,358,18,IN,37,2021-03-29
5027,83,9,TRANSFER,76,2023-02-09
5028,131,4,OUT,5,2020-08-08
5029,192,19,TRANSFER,19,2020-08-07
5030,127,9,TRANSFER,28,2022-07-01
5031,74,6,OUT,82,2021-09-24
5032,25,17,OUT,91,2022-04-02
5033,196,11,OUT,37,2022-03-23
5034,347,5,OUT,34,2021-12-19
5035,293,20,OUT,62,2023-10-19
5036,35,15,IN,96,2020-09-22
5037,194,16,IN,20,2022-07-11
5038,163,17,OUT,81,2022-01-17
5039,280,18,IN,21,2023-07-17
5040,91,18,TRANSFER,25,2022-03-29
5041,398,15,IN,54,2022-05-14
5042,286,14,TRANSFER,19,2021-09-21
5043,24,8,TRANSFER,80,2023-09-01
5044,449,19,IN,7,2022-12-24
5045,260,11,TRANSFER,42,2021-01-30
5046,305,4,TRANSFER,8,2020-02-25
5047,306,13,OUT,12,2020-02-25
5048,75,6,TRANSFER,43,2020-08-31
5049,431,11,OUT,unknown,2020-05-24
5050,471,9,IN,56,2022-10-06
5051,329,7,TRANSFER,68,2020-08-20
5052,242,3,TRANSFER,98,2020-02-06
5053,164,4,TRANSFER,15,2023-10-16
5054,500,5,IN,42,2021-09-30
5055,92,15,TRANSFER,60,2023-04-01
5056,70,20,IN,48,2021-09-19
5057,184,11,TRANSFER,16,2021-07-27
5058,105,12,TRANSFER,88,2022-06-14
5059,17,14,IN,76,2022-01-01
5060,69,9,OUT,56,2022-09-02
5061,263,20,OUT,65,2021-09-16
5062,176,17,TRANSFER,3,2020-01-28
5063,1,14,OUT,16,2020-11-22
5064,63,3,OUT,25,2020-03-28
5065,403,4,IN,unknown,2049-09-04
5066,299,9,OUT,48,2023-02-25
5067,390,11,TRANSFER,50,2020-11-04
5068,155,20,OUT,92,2021-02-02
5069,453,10,OUT,50,2047-06-09
5070,218,19,IN,59,2022-10-04
5071,300,8,TRANSFER,81,2023-08-28
5072,360,6,OUT,55,2020-07-05
5073,305,14,OUT,97,2022-06-06
5074,7,11,IN,68,2022-06-25
5075,392,1,TRANSFER,24,2023-06-02
5076,384,1,IN,60,2021-05-02
5077,30,2,IN,100,2023-11-19
5078,160,6,OUT,80,2020-05-16
5079,442,16,TRANSFER,19,2023-07-07
5080,296,4,IN,17,2023-08-14
5081,298,14,IN,70,2022-03-21
5082,462,13,TRANSFER,27,2021-08-03
5083,436,7,IN,18,2021-02-07
5084,233,9,IN,62,2023-02-20
5085,437,16,TRANSFER,78,2020-10-28
5086,173,19,IN,9,2022-03-15
5087,411,1,TRANSFER,18,2023-07-19
5088,378,14,OUT,63,2023-04-13
5089,208,13,IN,45,2021-09-06
5090,102,4,IN,57,2021-03-04
5091,102,18,IN,72,2021-01-13
5092,303,9,OUT,34,2021-03-25
5093,454,2,TRANSFER,58,2021-07-12
5094,53,4,OUT,90,2020-11-05
5095,203,10,TRANSFER,75,2023-08-19
5096,249,7,TRANSFER,25,2023-12-04
5097,271,3,TRANSFER,3,2021-01-12
5098,334,6,IN,62,2020-05-13
5099,485,17,IN,unknown,2021-12-16
5100,364,1,OUT,76,2022-07-05
5101,276,8,OUT,unknown,2020-02-10
5102,478,18,TRANSFER,50,2020-06-30
5103,72,4,OUT,53,2022-01-13
5104,42,15,OUT,unknown,2021-06-29
5105,405,6,TRANSFER,31,2021-10-01
5106,114,3,IN,89,2022-02-09
5107,444,19,IN,34,2020-05-20
5108,391,11,IN,69,2020-10-19
5109,452,14,TRANSFER,29,2021-03-03
5110,193,2,OUT,16,2023-06-28
5111,215,17,OUT,26,2021-09-28
5112,143,18,TRANSFER,23,2021-08-23
5113,224,10,OUT,36,2022-07-11
5114,480,10,TRANSFER,61,2023-04-03
5115,442,13,OUT,93,2021-05-02
5116,414,14,OUT,4,2023-02-12
5117,376,10,IN,95,2020-02-23
5118,309,4,IN,unknown,2090-02-13
5119,407,13,IN,59,2023-01-22
5120,350,7,TRANSFER,89,2022-08-05
5121,114,19,OUT,4,2021-08-30
5122,19,6,TRANSFER,97,2042-03-21
5123,461,18,IN,82,2022-08-06
5124,118,1,TRANSFER,12,2021-02-02
5125,65,5,IN,24,2023-05-19
5126,368,2,TRANSFER,93,2022-09-27
5127,432,19,OUT,66,2020-11-10
5128,421,2,IN,2,2022-04-01
5129,371,12,OUT,82,2021-05-09
5130,278,14,IN,11,2020-03-25
5131,483,9,IN,20,2023-05-25
5132,407,10,IN,84,2022-07-03
5133,378,15,IN,38,2020-10-06
5134,59,19,OUT,19,2022-06-30
5135,391,3,OUT,unknown,2021-06-15
5136,367,11,TRANSFER,26,2020-03-25
5137,17,9,TRANSFER,10,2021-05-25
5138,144,11,IN,78,2023-05-01
5139,90,17,IN,45,2022-09-01
5140,355,8,OUT,44,2020-02-21
5141,285,17,IN,8,2020-02-24
5142,29,13,IN,97,2021-09-24
5143,20,7,OUT,32,2023-08-05
5144,34,2,TRANSFER,14,2021-07-06
5145,47,4,OUT,4,2066-05-17
5146,479,3,IN,79,2021-05-02
5147,452,11,IN,69,2022-05-08
5148,304,10,OUT,12,2023-04-25
5149,226,1,IN,52,2023-06-25
5150,470,3,IN,89,2023-11-06
5151,401,12,OUT,52,2020-07-01
5152,152,8,OUT,52,2022-03-29
5153,193,3,OUT,unknown,2020-09-25
5154,347,17,TRANSFER,49,2022-10-23
5155,9,4,OUT,20,2022-01-04
5156,169,17,TRANSFER,45,2022-11-14
5157,9,7,TRANSFER,99,2021-02-16
5158,204,16,TRANSFER,95,2022-09-18
5159,37,1,OUT,51,2022-03-21
5160,375,10,TRANSFER,54,2023-04-30
5161,76,10,OUT,9,2021-04-10
5162,455,1,TRANSFER,34,2022-01-23
5163,26,17,OUT,34,2023-10-06
5164,58,16,IN,unknown,2021-02-20
5165,366,4,TRANSFER,27,2023-10-23
5166,325,15,IN,48,2022-06-17
5167,118,14,TRANSFER,55,2021-12-23
5168,353,1,IN,63,2020-09-05
5169,161,10,TRANSFER,18,2022-09-04
5170,201,2,TRANSFER,70,2081-01-06
5171,471,1,TRANSFER,48,2022-08-13
5172,445,5,OUT,1,2023-05-21
5173,136,17,OUT,48,2020-06-24
5174,64,14,OUT,94,2022-12-12
5175,466,12,IN,49,2023-10-18
5176,393,5,TRANSFER,88,2021-07-02
5177,323,12,TRANSFER,33,2023-05-03
5178,155,13,OUT,49,2023-08-21
5179,29,19,IN,51,2022-10-18
5180,12,11,OUT,80,2020-08-09
5181,391,16,TRANSFER,unknown,2023-06-04
5182,174,20,TRANSFER,81,2020-05-13
5183,338,12,OUT,89,2081-07-06
5184,194,6,TRANSFER,74,2022-06-18
5185,259,15,IN,61,2023-05-18
5186,200,3,IN,1,2021-09-24
5187,370,14,TRANSFER,unknown,2023-06-24
5188,327,3,TRANSFER,67,2020-10-18
5189,185,16,OUT,32,2023-04-05
5190,350,1,IN,86,2023-03-05
5191,331,17,TRANSFER,36,2023-03-29
5192,477,18,IN,74,2022-06-23
5193,490,12,TRANSFER,83,2021-09-16
5194,322,18,TRANSFER,38,2022-12-08
5195,113,12,IN,69,2023-02-07
5196,281,12,IN,91,2088-10-06
5197,420,10,IN,83,2022-01-17
5198,224,15,OUT,83,2021-04-19
5199,392,5,IN,80,2022-03-16
5200,43,5,TRANSFER,unknown,2050-10-23
5201,65,7,OUT,42,2023-01-27
5202,184,13,TRANSFER,86,2023-06-16
5203,160,12,OUT,22,2020-10-08
5204,463,13,TRANSFER,32,2022-01-11
5205,317,6,IN,69,2021-06-22
5206,388,8,IN,88,2021-08-25
5207,189,7,TRANSFER,100,2075-02-01
5208,189,19,IN,14,2021-06-16
5209,138,8,IN,49,2023-03-11
5210,21,1,TRANSFER,87,2023-09-14
5211,254,8,OUT,97,2021-09-09
5212,489,7,OUT,38,2022-05-18
5213,133,3,OUT,42,2067-07-25
5214,382,7,OUT,9,2022-02-14
5215,291,6,TRANSFER,74,2022-09-22
5216,201,20,OUT,43,2022-02-03
5217,70,18,OUT,unknown,2020-03-10
5218,192,2,TRANSFER,15,2020-04-29
5219,43,1,OUT,unknown,2020-04-24
5220,271,1,OUT,96,2023-07-02
5221,191,16,TRANSFER,6,2023-02-09
5222,100,7,OUT,7,2021-04-20
5223,309,9,OUT,100,2021-12-23
5224,229,11,IN,46,2021-08-26
5225,45,17,OUT,99,2021-10-14
5226,302,2,IN,80,2023-06-16
5227,29,1,IN,4,2022-06-29
5228,368,4,OUT,13,2022-02-19
5229,281,17,IN,95,2020-09-17
5230,34,6,OUT,62,2021-02-01
5231,141,7,TRANSFER,80,2021-04-13
5232,215,11,TRANSFER,24,2023-09-12
5233,153,5,TRANSFER,5,2023-07-07
5234,348,6,OUT,94,2022-02-10
5235,357,16,IN,60,2022-06-15
5236,260,12,OUT,71,2021-01-15
5237,301,10,IN,76,2022-03-04
5238,107,8,IN,72,2020-04-16
5239,144,11,OUT,12,2022-12-13
5240,217,14,TRANSFER,20,2020-08-09
5241,425,9,TRANSFER,9,2023-09-11
5242,449,7,OUT,40,2021-10-01
5243,431,17,IN,18,2022-01-07
5244,237,10,OUT,21,2022-02-20
5245,264,7,OUT,32,2021-10-05
5246,350,16,OUT,unknown,2023-07-19
5247,414,12,OUT,52,2021-11-20
5248,260,14,IN,unknown,2020-10-03
5249,131,12,IN,96,2020-01-12
5250,12,5,OUT,4,2021-06-13
5251,442,11,OUT,7,2022-02-12
5252,71,11,IN,45,2052-09-03
5253,86,18,OUT,53,2023-12-28
5254,423,14,IN,95,2067-05-27
5255,379,8,OUT,65,2022-06-18
5256,148,10,TRANSFER,69,2023-06-01
5257,247,8,OUT,unknown,2022-05-23
5258,300,15,TRANSFER,48,2020-03-02
5259,301,11,IN,66,2021-10-02
5260,258,13,IN,38,2020-10-06
5261,413,4,OUT,55,2022-03-06
5262,16,1,TRANSFER,95,2020-01-13
5263,194,3,IN,unknown,2023-02-01
5264,165,10,IN,16,2020-12-16
5265,410,8,IN,64,2022-06-12
5266,447,7,OUT,86,2094-08-15
5267,96,2,TRANSFER,62,2052-02-10
5268,396,17,TRANSFER,71,2021-11-15
5269,352,10,TRANSFER,81,2020-09-22
5270,3,10,IN,29,2021-02-22
5271,127,4,OUT,4,2084-09-03
5272,280,6,TRANSFER,6,2045-00-27
5273,68,2,IN,unknown,2022-10-05
5274,110,1,IN,17,2020-03-30
5275,296,6,IN,39,2022-03-24
5276,177,16,TRANSFER,85,2020-10-10
5277,423,8,TRANSFER,unknown,2023-05-12
5278,57,20,IN,53,2023-03-20
5279,459,13,OUT,96,2021-09-21
5280,66,8,OUT,97,2020-10-05
5281,432,18,IN,48,2020-05-14
5282,107,18,IN,35,2020-05-17
5283,163,19,TRANSFER,11,2020-10-25
5284,65,15,OUT,89,2020-08-19
5285,141,1,TRANSFER,59,2021-10-01
5286,76,6,IN,13,2020-02-05
5287,54,9,OUT,25,2023-01-02
5288,231,15,IN,74,2021-02-21
5289,345,14,IN,90,2022-11-11
5290,476,15,OUT,30,2023-11-03
5291,448,6,OUT,unknown,2020-04-09
5292,225,9,TRANSFER,36,2021-08-23
5293,334,20,TRANSFER,unknown,2020-08-03
5294,275,6,TRANSFER,50,2021-04-23
5295,203,18,IN,51,2022-04-03
5296,204,11,IN,37,2023-10-12
5297,22,13,OUT,56,2023-03-31
5298,492,5,TRANSFER,8,2023-12-14
5299,20,4,TRANSFER,44,2022-07-22
5300,403,2,TRANSFER,91,2021-06-24
5301,80,4,TRANSFER,41,2020-10-24
5302,340,4,TRANSFER,20,2021-04-08
5303,345,5,IN,9,2021-05-22
5304,244,18,TRANSFER,20,2023-08-13
5305,287,18,IN,17,2030-07-21
5306,312,15,IN,69,2022-06-25
5307,407,16,TRANSFER,56,2023-11-17
5308,481,13,OUT,80,2089-03-11
5309,192,10,IN,43,2022-04-26
5310,121,9,IN,66,2056-07-27
5311,421,12,IN,46,2022-05-21
5312,203,6,IN,48,2020-12-21
5313,410,12,TRANSFER,unknown,2022-11-12
5314,161,17,TRANSFER,22,2022-04-03
5315,77,5,IN,19,2020-10-23
5316,303,4,IN,84,2021-02-09
5317,426,15,TRANSFER,52,2022-12-12
5318,428,8,TRANSFER,59,2023-01-26
5319,143,3,TRANSFER,unknown,2020-05-19
5320,426,10,IN,37,2021-01-13
5321,297,1,TRANSFER,86,2023-07-05
5322,484,9,TRANSFER,76,2022-12-03
5323,104,5,IN,32,2022-08-11
5324,351,12,TRANSFER,57,2023-06-07
5325,221,14,IN,46,2023-05-10
5326,151,8,OUT,15,2043-04-04
5327,356,10,IN,68,2023-08-02
5328,235,8,TRANSFER,unknown,2023-03-19
5329,173,6,IN,68,2022-08-20
5330,83,20,OUT,52,2022-06-26
5331,276,7,OUT,56,2023-03-17
5332,105,20,TRANSFER,46,2022-04-13
5333,82,3,IN,unknown,2021-09-21
5334,410,12,TRANSFER,29,2020-11-24
5335,95,3,TRANSFER,48,2020-11-30
5336,48,3,OUT,7,2021-06-04
5337,221,7,IN,29,2023-08-29
5338,345,18,IN,82,2020-11-20
5339,243,9,IN,89,2020-11-05
5340,1,14,TRANSFER,19,2021-06-21
5341,387,14,OUT,53,2023-10-24
5342,189,15,OUT,71,2023-05-25
5343,297,14,TRANSFER,5,2022-10-27
5344,244,2,IN,9,2021-06-13
5345,464,20,IN,27,2022-08-03
5346,424,3,TRANSFER,75,2021-10-22
5347,100,18,TRANSFER,96,2022-04-25
5348,285,6,IN,unknown,2022-11-22
5349,149,16,IN,52,2020-05-08
5350,374,11,OUT,82,2022-02-12
5351,61,17,OUT,41,2020-07-17
5352,62,17,OUT,88,2021-04-17
5353,412,11,IN,18,2097-01-03
5354,427,20,TRANSFER,14,2021-06-25
5355,162,8,OUT,90,2023-08-12
5356,157,18,OUT,96,2023-11-30
5357,14,14,TRANSFER,23,2020-12-23
5358,239,11,TRANSFER,18,2023-11-02
5359,394,11,TRANSFER,29,2020-11-07
5360,394,12,IN,55,2020-07-11
5361,154,17,OUT,83,2080-02-11
5362,425,19,IN,94,2021-03-07
5363,218,8,TRANSFER,62,2069-06-04
5364,134,12,OUT,11,2023-07-22
5365,276,1,IN,8,2022-07-16
5366,396,3,OUT,66,2087-10-26
5367,325,20,OUT,40,2023-11-04
5368,383,17,IN,67,2023-02-08
5369,369,5,IN,65,2021-07-06
5370,163,17,IN,44,2021-01-03
5371,348,17,OUT,54,2022-05-30
5372,360,14,IN,29,2020-02-06
5373,303,10,OUT,9,2020-02-17
5374,26,4,TRANSFER,unknown,2023-07-31
5375,45,20,IN,11,2022-11-27
5376,418,19,TRANSFER,94,2023-11-10
5377,185,13,IN,6,2059-09-14
5378,75,16,OUT,31,2020-07-05
5379,351,5,TRANSFER,38,2021-10-27
5380,296,2,TRANSFER,32,2021-07-21
5381,259,15,IN,92,2021-03-06
5382,119,8,IN,94,2021-03-17
5383,12,20,IN,7,2020-02-24
5384,294,12,IN,74,2021-08-09
5385,328,3,IN,26,2021-07-17
5386,223,19,TRANSFER,unknown,2023-06-24
5387,421,4,IN,6,2065-00-16
5388,410,20,TRANSFER,64,2085-07-23
5389,311,1,TRANSFER,40,2020-07-07
5390,244,5,TRANSFER,71,2020-05-07
5391,424,17,OUT,37,2023-12-26
5392,235,5,TRANSFER,42,2021-08-31
5393,301,8,OUT,29,2023-10-28
5394,168,16,IN,44,2020-07-28
5395,247,19,IN,87,2023-08-02
5396,372,19,IN,54,2021-03-24
5397,69,13,OUT,unknown,2020-02-28
5398,189,6,OUT,28,2021-11-30
5399,203,15,OUT,6,2020-09-02
5400,105,9,IN,unknown,2056-00-13
5401,342,19,OUT,85,2023-10-04
5402,6,16,OUT,32,2020-08-28
5403,244,6,TRANSFER,84,2023-05-26
5404,168,4,TRANSFER,36,2020-06-23
5405,463,7,TRANSFER,53,2020-12-25
5406,149,5,OUT,32,2022-10-23
5407,272,6,IN,80,2021-04-06
5408,459,7,TRANSFER,35,2022-05-03
5409,261,6,OUT,6,2021-03-07
5410,288,2,IN,51,2020-07-03
5411,323,15,OUT,18,2020-04-29
5412,28,9,OUT,66,2021-04-11
5413,317,1,TRANSFER,68,2023-01-12
5414,449,17,IN,97,2020-07-04
5415,321,3,IN,15,2023-05-28
5416,119,2,OUT,58,2022-05-27
5417,155,20,OUT,unknown,2023-09-01
5418,428,9,TRANSFER,unknown,2021-12-14
5419,330,6,IN,18,2020-06-02
5420,84,20,TRANSFER,2,2023-03-14
5421,294,6,TRANSFER,66,2021-02-17
5422,425,2,TRANSFER,92,2021-01-27
5423,208,17,TRANSFER,31,2020-03-15
5424,495,7,IN,57,2022-02-18
5425,303,1,OUT,29,2022-03-01
5426,47,3,IN,22,2033-02-09
5427,135,12,TRANSFER,54,2021-06-08
5428,315,16,TRANSFER,45,2020-01-29
5429,378,1,IN,5,2021-03-30
5430,387,18,OUT,95,2020-08-20
5431,156,3,TRANSFER,75,2022-09-16
5432,7,19,OUT,93,2020-04-06
5433,455,6,TRANSFER,90,2021-08-31
5434,95,13,OUT,18,2022-01-13
5435,183,8,TRANSFER,91,2021-01-31
5436,382,5,OUT,69,2023-04-21
5437,329,13,OUT,33,2020-06-18
5438,495,12,TRANSFER,39,2023-04-09
5439,175,17,OUT,56,2060-06-04
5440,35,14,IN,91,2020-10-06
5441,59,5,TRANSFER,87,2022-06-13
5442,269,7,TRANSFER,63,2021-10-17
5443,275,9,TRANSFER,25,2020-03-04
5444,343,19,TRANSFER,65,2022-12-23
5445,263,19,OUT,68,2021-08-15
5446,204,12,OUT,43,2021-09-26
5447,255,18,TRANSFER,5,2022-06-27
5448,459,12,TRANSFER,unknown,2021-10-30
5449,42,16,OUT,80,2020-03-17
5450,221,15,IN,3,2087-08-10
5451,379,20,TRANSFER,87,2022-04-09
5452,125,1,IN,10,2020-03-04
5453,360,7,TRANSFER,1,2021-09-08
5454,76,12,TRANSFER,76,2022-07-01
5455,294,7,OUT,88,2021-11-19
5456,87,14,IN,70,2022-02-24
5457,11,8,OUT,85,2022-12-09
5458,403,8,TRANSFER,29,2021-01-18
5459,293,9,TRANSFER,44,2021-11-23
5460,354,5,TRANSFER,44,2023-03-12
5461,7,15,IN,43,2020-07-14
5462,439,5,IN,unknown,2021-07-16
5463,255,3,IN,14,2020-09-09
5464,336,17,IN,unknown,2021-11-01
5465,213,16,TRANSFER,16,2022-01-16
5466,158,9,IN,71,2020-12-31
5467,99,20,TRANSFER,11,2023-07-11
5468,253,8,IN,81,2023-05-13
5469,392,10,IN,73,2021-10-01
5470,178,4,IN,9,2020-12-23
5471,318,6,TRANSFER,64,2023-06-01
5472,292,2,TRANSFER,23,2021-05-11
5473,227,6,OUT,unknown,2022-12-08
5474,465,5,IN,unknown,2022-05-22
5475,418,17,IN,85,2020-10-22
5476,249,8,TRANSFER,50,2023-04-09
5477,458,1,TRANSFER,100,2020-04-22
5478,167,5,OUT,57,2020-05-27
5479,81,10,TRANSFER,29,2020-12-08
5480,351,14,IN,53,2021-08-28
5481,380,7,TRANSFER,23,2021-07-16
5482,440,14,IN,4,2021-07-13
5483,369,2,IN,35,2022-05-29
5484,456,17,OUT,15,2023-02-11
5485,315,16,IN,48,2020-07-05
5486,246,11,OUT,69,2078-04-11
5487,280,13,IN,unknown,2022-09-10
5488,53,10,OUT,54,2021-08-12
5489,7,9,IN,27,2023-04-17
5490,67,16,TRANSFER,37,2095-08-23
5491,12,13,OUT,59,2020-01-11
5492,447,5,OUT,unknown,2022-07-02
5493,138,11,OUT,37,2022-10-09
5494,197,5,OUT,37,2023-10-08
5495,481,3,IN,40,2091-00-12
5496,427,3,OUT,95,2022-05-13
5497,88,19,TRANSFER,unknown,2023-07-14
5498,428,17,IN,3,2021-12-22
5499,145,14,TRANSFER,24,2020-11-17
5500,158,19,OUT,30,2020-05-30
5501,255,17,OUT,13,2023-12-14
5502,116,16,OUT,24,2022-09-30
5503,317,16,IN,38,2022-08-24
5504,288,17,TRANSFER,58,2021-10-30
5505,352,13,TRANSFER,87,2022-07-16
5506,137,1,IN,93,2020-12-11
5507,440,18,TRANSFER,69,2023-05-09
5508,181,7,TRANSFER,25,2021-01-06
5509,406,17,OUT,41,2020-04-26
5510,321,16,TRANSFER,35,2023-03-29
5511,361,4,OUT,47,2020-04-15
5512,81,14,OUT,69,2021-10-04
5513,149,18,OUT,14,2020-05-09
5514,69,4,TRANSFER,unknown,2020-12-29
5515,498,3,OUT,93,2022-08-08
5516,71,12,TRANSFER,unknown,2032-04-24
5517,15,18,IN,38,2022-03-08
5518,270,6,IN,29,2023-11-01
5519,84,15,OUT,unknown,2020-11-05
5520,3,19,TRANSFER,43,2021-12-02
5521,410,8,TRANSFER,49,2020-01-12
5522,302,2,IN,76,2021-08-10
5523,63,1,TRANSFER,9,2021-10-29
5524,271,18,OUT,19,2020-05-17
5525,438,15,IN,86,2022-07-02
5526,388,17,TRANSFER,75,2020-09-10
5527,87,7,TRANSFER,64,2020-11-23
5528,497,16,IN,49,2023-05-01
5529,222,13,TRANSFER,46,2020-05-12
5530,17,20,OUT,6,2020-06-24
5531,464,7,TRANSFER,43,2020-06-28
5532,352,8,TRANSFER,34,2021-08-01
5533,161,11,OUT,76,2020-07-15
5534,279,2,IN,81,2020-07-10
5535,199,6,IN,25,2020-09-02
5536,353,20,TRANSFER,12,2020-11-16
5537,129,11,IN,24,2022-05-04
5538,101,12,TRANSFER,83,2022-09-26
5539,137,16,TRANSFER,unknown,2022-03-27
5540,135,6,IN,24,2022-04-25
5541,113,1,IN,96,2023-12-24
5542,426,2,TRANSFER,49,2023-09-29
5543,448,11,IN,37,2020-02-22
5544,401,12,OUT,31,2022-08-27
5545,97,7,OUT,63,2020-03-26
5546,265,2,OUT,84,2034-01-22
5547,500,2,TRANSFER,29,2021-05-31
5548,96,15,TRANSFER,12,2022-07-18
5549,413,14,TRANSFER,unknown,2021-08-03
5550,128,7,OUT,18,2021-12-18
5551,87,20,OUT,45,2023-06-28
5552,196,12,IN,39,2023-06-16
5553,143,16,IN,37,2022-05-22
5554,45,7,IN,2,2072-03-26
5555,395,13,OUT,32,2021-10-26
5556,101,10,IN,39,2021-12-12
5557,173,16,OUT,69,2020-01-10
5558,478,20,TRANSFER,unknown,2021-05-14
5559,103,6,IN,53,2023-03-09
5560,78,9,OUT,38,2020-06-19
5561,202,4,OUT,87,2023-09-24
5562,390,14,IN,unknown,2022-05-22
5563,426,9,OUT,7,2021-11-27
5564,264,2,IN,56,2022-10-12
5565,241,2,TRANSFER,8,2021-04-24
5566,103,15,TRANSFER,96,2021-05-17
5567,130,13,TRANSFER,57,2023-10-10
5568,55,9,TRANSFER,47,2021-03-19
5569,126,12,TRANSFER,73,2023-06-03
5570,348,8,OUT,unknown,2031-08-14
5571,198,13,OUT,29,2021-12-03
5572,366,16,TRANSFER,35,2023-11-03
5573,214,13,OUT,60,2020-12-29
5574,393,8,OUT,40,2021-09-05
5575,391,19,OUT,48,2021-06-03
5576,119,3,TRANSFER,15,2022-05-02
5577,83,4,IN,98,2022-12-29
5578,35,1,OUT,13,2023-12-13
5579,284,20,TRANSFER,unknown,2020-12-28
5580,302,5,IN,90,2023-09-04
5581,457,4,TRANSFER,2,2023-02-07
5582,343,12,TRANSFER,11,2023-02-04
5583,99,9,IN,16,2022-12-15
5584,437,15,OUT,67,2023-04-19
5585,233,16,OUT,20,2022-05-02
5586,312,5,OUT,51,2021-09-05
5587,429,10,OUT,32,2023-08-16
5588,381,7,IN,58,2096-04-12
5589,268,5,IN,67,2021-12-06
5590,233,8,TRANSFER,50,2023-07-18
5591,447,7,IN,60,2023-12-17
5592,171,12,IN,18,2021-07-28
5593,61,17,OUT,43,2023-10-27
5594,146,2,IN,75,2021-09-23
